DateTime,1RV-V,2RV-V,3RV-V
2026-05-14 05:36:00,2.27713,2.41004,3.87911
2026-05-14 06:36:00,2.37871,3.25247,3.66639
2026-05-14 07:36:00,3.19039,2.60238,4.2309
2026-05-14 08:36:00,2.34323,2.60011,3.7574
2026-05-14 09:36:00,2.42313,2.74763,2.99786
2026-05-14 10:36:00,2.57768,2.96284,3.39416
2026-05-14 11:36:00,2.54685,2.72749,3.08577
2026-05-14 12:36:00,2.38974,2.79707,3.38645
2026-05-14 13:36:00,2.39379,3.07006,3.69861
2026-05-14 14:36:00,2.82961,2.5206,3.7865
2026-05-14 15:36:00,2.3931,3.23799,3.65865
2026-05-14 16:36:00,2.4757,2.90807,3.67573
2026-05-14 17:36:00,2.59882,2.26452,3.78882
2026-05-14 18:36:00,2.79415,2.46434,3.31428
2026-05-14 19:36:00,2.4672,2.65835,3.21338
2026-05-14 20:36:00,2.3047,2.48537,3.54564
2026-05-14 21:36:00,2.41378,2.42918,3.69588
2026-05-14 22:36:00,2.58984,2.8536,3.37981
2026-05-14 23:36:00,2.28023,2.02409,2.98365
2026-05-15 00:36:00,2.45381,2.23173,3.5875
2026-05-15 01:36:00,2.46248,2.50489,3.2389
2026-05-15 02:36:00,2.56306,2.92775,3.55859
2026-05-15 03:36:00,2.16787,3.02804,3.60571
2026-05-15 04:36:00,2.37753,2.7604,3.68094
2026-05-15 05:36:00,2.48042,2.61237,3.95877
2026-05-15 06:36:00,2.30526,3.37695,2.71965
2026-05-15 07:36:00,2.52769,2.53588,3.64197
2026-05-15 08:36:00,2.41142,2.25593,2.94741
2026-05-15 09:36:00,2.54568,2.42893,3.78162
2026-05-15 10:36:00,2.21798,2.5883,3.80122
2026-05-15 11:36:00,2.58497,2.45517,3.52503
2026-05-15 12:36:00,2.23435,2.60941,3.42997
2026-05-15 13:36:00,2.57385,2.87672,3.27291
2026-05-15 14:36:00,2.57872,2.6247,3.40166
2026-05-15 15:36:00,2.43474,2.15934,3.62234
2026-05-15 16:36:00,2.50224,2.44637,3.15969
2026-05-15 17:36:00,2.348,2.47354,3.77696
2026-05-15 18:36:00,2.24245,2.11904,3.67828
2026-05-15 19:36:00,2.34636,2.12013,3.47183
2026-05-15 20:36:00,2.56056,2.26284,3.35983
2026-05-15 21:36:00,2.49428,2.63348,3.65368
2026-05-15 22:36:00,2.36751,2.38897,3.55383
2026-05-15 23:36:00,2.57485,2.41668,3.55366
2026-05-16 00:36:00,2.12955,2.91025,3.12434
2026-05-16 01:36:00,2.24673,2.69256,3.23145
2026-05-16 02:36:00,2.32859,2.87797,3.62356
2026-05-16 03:36:00,2.57864,3.04178,3.14904
2026-05-16 04:36:00,2.44752,2.29769,3.76725
2026-05-16 05:36:00,2.45042,2.68831,3.21916
2026-05-16 06:36:00,2.42961,2.33711,3.83804
2026-05-16 07:36:00,2.67871,2.48405,3.59748
2026-05-16 08:36:00,2.11981,2.98295,3.19941
2026-05-16 09:36:00,2.35887,2.4537,3.59035
2026-05-16 10:36:00,2.52669,2.52757,3.33866
2026-05-16 11:36:00,2.38562,2.75519,3.8471
2026-05-16 12:36:00,2.16819,2.13268,3.48788
2026-05-16 13:36:00,3.14017,2.5097,4.25567
2026-05-16 14:36:00,2.49627,2.77365,2.99845
2026-05-16 15:36:00,2.32144,2.65899,3.86039
2026-05-16 16:36:00,2.40668,2.79183,3.29856
2026-05-16 17:36:00,2.43339,3.22406,2.90691
2026-05-16 18:36:00,2.28138,2.98785,3.14621
2026-05-16 19:36:00,2.44667,2.586,3.58213
2026-05-16 20:36:00,2.19755,2.71706,3.68064
2026-05-16 21:36:00,2.2458,2.49201,3.81842
2026-05-16 22:36:00,2.65455,2.94815,3.14909
2026-05-16 23:36:00,2.52949,3.09897,3.51567
2026-05-17 00:36:00,2.34506,2.66234,3.38154
2026-05-17 01:36:00,2.30746,2.64366,3.56788
2026-05-17 02:36:00,2.68269,2.70994,3.88982
2026-05-17 03:36:00,2.75157,3.01624,3.23791
2026-05-17 04:36:00,2.24958,3.16515,3.61761
2026-05-17 05:36:00,2.47249,2.79694,3.6665
2026-05-17 06:36:00,2.56999,2.94671,2.99076
2026-05-17 07:36:00,2.50397,2.92933,3.12536
2026-05-17 08:36:00,2.56731,2.54475,3.46933
2026-05-17 09:36:00,2.13229,3.04102,3.63769
2026-05-17 10:36:00,2.33768,2.43897,3.70374
2026-05-17 11:36:00,2.66894,3.19631,3.21708
2026-05-17 12:36:00,2.24696,2.9781,3.50923
2026-05-17 13:36:00,2.27763,2.83699,3.66115
2026-05-17 14:36:00,2.25221,2.98625,3.62504
2026-05-17 15:36:00,2.5911,2.50502,3.48392
2026-05-17 16:36:00,2.23022,2.77952,3.50827
2026-05-17 17:36:00,2.20658,2.51338,3.45289
2026-05-17 18:36:00,2.25204,2.77579,3.3901
2026-05-17 19:36:00,2.37939,2.5807,3.83824
2026-05-17 20:36:00,2.32153,2.52002,3.41977
2026-05-17 21:36:00,2.18041,2.73879,3.45569
2026-05-17 22:36:00,2.50912,2.86789,3.70646
2026-05-17 23:36:00,2.08912,2.5623,3.58118
2026-05-18 00:36:00,2.51992,2.15783,3.28455
2026-05-18 01:36:00,2.28836,2.58581,3.34429
2026-05-18 02:36:00,2.12649,2.35206,3.625
2026-05-18 03:36:00,2.13326,2.92669,2.86468
2026-05-18 04:36:00,2.39938,2.51445,3.76155
2026-05-18 05:36:00,2.45157,3.05523,3.26616
2026-05-18 06:36:00,2.21827,2.49766,3.12026
2026-05-18 07:36:00,2.97574,2.65059,4.10076
2026-05-18 08:36:00,2.26334,2.88634,3.60287
2026-05-18 09:36:00,2.61401,3.0142,3.90443
2026-05-18 10:36:00,2.31436,2.54703,3.70735
2026-05-18 11:36:00,2.35613,3.0404,3.10254
2026-05-18 12:36:00,2.44022,3.02211,3.38193
2026-05-18 13:36:00,2.56644,2.29937,3.52236
2026-05-18 14:36:00,2.40416,2.51365,3.7552
2026-05-18 15:36:00,2.17399,2.08958,3.56092
2026-05-18 16:36:00,2.19936,2.29882,3.80537
2026-05-18 17:36:00,2.2849,2.42202,3.58049
2026-05-18 18:36:00,2.30981,2.68419,3.21707
2026-05-18 19:36:00,2.28607,2.24832,3.5761
2026-05-18 20:36:00,2.4199,2.66181,3.61781
2026-05-18 21:36:00,2.39242,2.98703,3.74752
2026-05-18 22:36:00,2.27035,2.59008,3.03836
2026-05-18 23:36:00,2.26108,2.8864,3.0415
2026-05-19 00:36:00,2.20986,2.54238,3.36088
2026-05-19 01:36:00,2.23435,2.33185,3.67256
2026-05-19 02:36:00,2.43235,2.30575,3.5819
2026-05-19 03:36:00,2.30456,2.17891,3.46465
2026-05-19 04:36:00,2.45355,2.33074,3.03114
2026-05-19 05:36:00,2.45938,2.78457,3.21751
2026-05-19 06:36:00,2.30339,2.07944,3.77652
2026-05-19 07:36:00,2.34139,2.59274,3.76321
2026-05-19 08:36:00,2.32288,2.76092,3.74861
2026-05-19 09:36:00,2.34272,2.78701,3.62651
2026-05-19 10:36:00,2.26679,2.87997,2.8816
2026-05-19 11:36:00,2.33716,2.46994,4.04074
2026-05-19 12:36:00,2.33057,3.08613,3.51768
2026-05-19 13:36:00,2.44379,2.86891,3.44012
2026-05-19 14:36:00,2.3372,2.18086,3.59613
2026-05-19 15:36:00,2.38742,2.00499,3.5202
2026-05-19 16:36:00,2.7516,2.8282,3.46785
2026-05-19 17:36:00,2.22936,2.6504,3.06035
2026-05-19 18:36:00,2.62649,2.71271,3.51017
2026-05-19 19:36:00,2.32323,2.32032,2.89616
2026-05-19 20:36:00,2.56613,2.53451,4.01478
2026-05-19 21:36:00,2.61847,2.80102,3.53887
2026-05-19 22:36:00,2.28867,2.58192,3.52825
2026-05-19 23:36:00,2.23629,3.05828,3.8639
2026-05-20 00:36:00,2.50517,3.1337,3.27628
2026-05-20 01:36:00,2.18876,2.78603,3.6381
2026-05-20 02:36:00,2.11328,2.68703,3.1993
2026-05-20 03:36:00,2.60819,2.74928,3.99656
2026-05-20 04:36:00,2.27703,2.91362,3.39826
2026-05-20 05:36:00,2.47003,3.0412,3.93655
2026-05-20 06:36:00,2.70096,2.73822,3.60009
2026-05-20 07:36:00,2.45396,2.40501,3.33004
2026-05-20 08:36:00,2.58473,2.43906,3.59669
2026-05-20 09:36:00,2.38064,2.84187,3.73116
2026-05-20 10:36:00,2.54511,2.82814,3.19072
2026-05-20 11:36:00,2.39396,2.52156,3.57418
2026-05-20 12:36:00,2.45693,2.90299,3.77858
2026-05-20 13:36:00,2.65793,2.61202,3.52018
2026-05-20 14:36:00,2.35981,2.37698,3.32776
2026-05-20 15:36:00,2.51726,2.62055,3.66221
2026-05-20 16:36:00,2.86236,2.96704,3.07992
2026-05-20 17:36:00,2.40966,2.44979,3.32035
2026-05-20 18:36:00,2.4428,2.91142,3.38207
2026-05-20 19:36:00,2.22273,3.01055,3.62158
2026-05-20 20:36:00,2.51629,2.63516,3.32147
2026-05-20 21:36:00,2.39849,2.15746,3.00968
2026-05-20 22:36:00,2.4001,2.41564,3.25044
2026-05-20 23:36:00,2.38602,2.44117,3.23219
2026-05-21 00:36:00,2.28891,2.53496,3.09957
2026-05-21 01:36:00,2.7947,2.53909,3.8149
2026-05-21 02:36:00,2.29953,2.46254,3.2843
2026-05-21 03:36:00,2.44593,2.92998,3.19032
2026-05-21 04:36:00,2.42173,2.22666,3.62745
2026-05-21 05:36:00,2.62018,2.78183,3.13621
2026-05-21 06:36:00,2.41039,2.79447,3.46678
2026-05-21 07:36:00,2.34744,2.73968,3.27276
2026-05-21 08:36:00,2.68597,2.69888,3.1438
2026-05-21 09:36:00,2.55472,2.50369,3.29646
2026-05-21 10:36:00,2.49373,2.51662,3.37098
2026-05-21 11:36:00,2.21041,2.3648,3.14292
2026-05-21 12:36:00,2.78624,2.7493,3.76134
2026-05-21 13:36:00,2.6247,2.07282,2.96629
2026-05-21 14:36:00,2.93296,2.69602,3.45623
2026-05-21 15:36:00,2.33806,2.80348,3.58511
2026-05-21 16:36:00,2.64892,2.47127,3.51051
2026-05-21 17:36:00,2.34406,3.03834,3.48304
2026-05-21 18:36:00,2.44432,3.27873,2.94603
2026-05-21 19:36:00,2.45495,2.83392,3.29282
2026-05-21 20:36:00,2.59908,2.52447,3.84744
2026-05-21 21:36:00,2.45409,2.81644,3.14254
2026-05-21 22:36:00,2.44547,3.22545,3.65022
2026-05-21 23:36:00,2.32447,3.11473,3.00851
2026-05-22 00:36:00,2.28024,2.98657,3.3134
2026-05-22 01:36:00,2.2679,3.44738,3.43081
2026-05-22 02:36:00,2.46005,2.4573,3.10928
2026-05-22 03:36:00,2.4945,2.60791,3.79062
2026-05-22 04:36:00,2.43873,2.59199,3.652
2026-05-22 05:36:00,2.06268,2.42737,3.44817
2026-05-22 06:36:00,2.36518,2.858,3.48604
2026-05-22 07:36:00,2.38701,2.50839,3.48043
2026-05-22 08:36:00,2.2015,3.25734,3.48573
2026-05-22 09:36:00,2.37124,2.37217,3.28192
2026-05-22 10:36:00,2.4138,3.03024,3.72809
2026-05-22 11:36:00,2.38257,2.17639,3.28997
2026-05-22 12:36:00,2.34306,2.53309,3.44572
2026-05-22 13:36:00,2.38252,2.61579,2.96413
2026-05-22 14:36:00,2.72016,2.36198,3.10267
2026-05-22 15:36:00,2.4465,2.76551,2.91687
2026-05-22 16:36:00,2.37967,2.75939,3.15761
2026-05-22 17:36:00,2.35315,2.84563,3.34707
2026-05-22 18:36:00,2.52214,2.71187,3.01829
2026-05-22 19:36:00,2.56124,2.44986,3.0673
2026-05-22 20:36:00,2.4491,2.53315,3.45928
2026-05-22 21:36:00,2.45746,2.79827,3.93388
2026-05-22 22:36:00,2.56896,3.00558,3.20183
2026-05-22 23:36:00,2.34784,2.52069,3.18575
2026-05-23 00:36:00,2.40493,2.99748,3.50977
2026-05-23 01:36:00,2.53622,2.37113,3.72267
2026-05-23 02:36:00,2.42783,3.13005,3.76547
2026-05-23 03:36:00,2.45589,2.27288,3.682
2026-05-23 04:36:00,2.37202,2.63725,3.48867
2026-05-23 05:36:00,2.26236,2.4955,3.70075
2026-05-23 06:36:00,2.4763,1.98068,3.85355
2026-05-23 07:36:00,2.34459,2.95108,3.16162
2026-05-23 08:36:00,2.11564,2.52271,3.12753
2026-05-23 09:36:00,2.63729,2.57889,3.28043
2026-05-23 10:36:00,2.62265,3.11421,3.22789
2026-05-23 11:36:00,2.56369,2.74173,3.28282
2026-05-23 12:36:00,2.2558,2.72105,3.42546
2026-05-23 13:36:00,2.59633,2.84143,3.32254
2026-05-23 14:36:00,2.35994,2.94583,3.7611
2026-05-23 15:36:00,2.35688,3.0184,3.92356
2026-05-23 16:36:00,2.37404,2.48841,3.32705
2026-05-23 17:36:00,2.13914,3.32892,3.07521
2026-05-23 18:36:00,2.40102,2.95912,3.32391
2026-05-23 19:36:00,2.04017,2.64725,3.20795
2026-05-23 20:36:00,2.53746,2.42733,2.95811
2026-05-23 21:36:00,2.1351,2.10081,2.87435
2026-05-23 22:36:00,2.5121,2.38319,3.51623
2026-05-23 23:36:00,2.27853,2.68987,3.37937
2026-05-24 00:36:00,2.56692,2.60046,3.27776
2026-05-24 01:36:00,2.68086,2.56669,3.7745
2026-05-24 02:36:00,2.24527,2.91651,3.33689
2026-05-24 03:36:00,2.39629,2.17926,3.08528
2026-05-24 04:36:00,2.48282,2.67876,3.24599
2026-05-24 05:36:00,2.3323,2.67349,3.56697
2026-05-24 06:36:00,2.58338,2.27975,3.58038
2026-05-24 07:36:00,2.51823,2.63615,3.20256
2026-05-24 08:36:00,2.41944,3.14039,2.98388
2026-05-24 09:36:00,2.473,2.63213,3.59509
2026-05-24 10:36:00,2.19652,3.01126,3.30457
2026-05-24 11:36:00,2.61788,2.7816,3.01478
2026-05-24 12:36:00,2.61239,2.98194,3.32928
2026-05-24 13:36:00,2.7571,2.95629,3.3522
2026-05-24 14:36:00,2.48036,2.52327,2.89991
2026-05-24 15:36:00,2.28177,2.75638,3.41412
2026-05-24 16:36:00,2.51431,2.71064,3.8647
2026-05-24 17:36:00,2.43735,3.05882,3.07231
2026-05-24 18:36:00,2.28184,2.47226,3.03744
2026-05-24 19:36:00,2.38431,3.49507,3.7696
2026-05-24 20:36:00,2.50072,2.85669,3.74885
2026-05-24 21:36:00,2.28589,2.97581,3.00899
2026-05-24 22:36:00,2.75497,2.40829,3.89588
2026-05-24 23:36:00,2.49492,2.47807,3.32801
2026-05-25 00:36:00,2.41039,3.20343,3.82283
2026-05-25 01:36:00,2.3993,2.65144,3.77027
2026-05-25 02:36:00,2.46142,2.99942,3.77302
2026-05-25 03:36:00,2.64864,2.62964,3.98975
2026-05-25 04:36:00,2.72847,2.02662,3.29993
2026-05-25 05:36:00,2.3091,2.52656,3.49559
2026-05-25 06:36:00,2.48928,2.65581,3.49133
2026-05-25 07:36:00,2.36762,2.82007,2.96744
2026-05-25 08:36:00,2.3729,2.4697,3.16005
2026-05-25 09:36:00,2.27062,2.70283,4.02725
2026-05-25 10:36:00,2.67923,2.58433,3.37178
2026-05-25 11:36:00,2.49315,2.75653,3.10803
2026-05-25 12:36:00,2.45151,2.98641,3.62946
2026-05-25 13:36:00,2.6499,2.58082,3.20476
2026-05-25 14:36:00,2.38841,2.55549,2.85642
2026-05-25 15:36:00,2.33091,2.61331,3.87122
2026-05-25 16:36:00,2.64266,2.68775,2.97145
2026-05-25 17:36:00,2.1639,2.71315,2.78843
2026-05-25 18:36:00,2.25055,2.70341,2.83468
2026-05-25 19:36:00,2.25703,2.66637,2.95781
2026-05-25 20:36:00,2.31359,2.66912,2.81879
2026-05-25 21:36:00,2.10517,2.47427,2.822
2026-05-25 22:36:00,2.19822,2.54693,2.95135
2026-05-25 23:36:00,2.199,2.47922,3.01728
2026-05-26 00:36:00,2.52358,2.57416,2.9934
2026-05-26 01:36:00,2.3642,2.44878,3.14713
2026-05-26 02:36:00,2.31131,2.5554,3.00549
2026-05-26 03:36:00,2.58181,2.81176,2.90836
2026-05-26 04:36:00,2.42509,2.3729,2.94675
2026-05-26 05:36:00,2.45124,2.59112,2.86035
2026-05-26 06:36:00,2.71917,2.70798,3.04057
2026-05-26 07:36:00,2.1438,2.39062,2.81193
2026-05-26 08:36:00,2.45642,2.33946,3.11461
2026-05-26 09:36:00,2.84101,2.16158,3.04127
2026-05-26 10:36:00,2.44993,2.22125,2.87418
2026-05-26 11:36:00,2.48873,2.50806,2.88852
2026-05-26 12:36:00,2.37309,2.45542,3.06726
2026-05-26 13:36:00,2.31761,2.58741,2.75156
2026-05-26 14:36:00,2.35868,2.6187,3.57461
2026-05-26 15:36:00,2.72513,2.81137,2.89026
2026-05-26 16:36:00,2.87738,3.0376,3.09997
2026-05-26 17:36:00,2.61281,2.90262,3.44738
2026-05-26 18:36:00,2.39556,2.67218,3.58496
2026-05-26 19:36:00,1.95642,2.75269,2.71251
2026-05-26 20:36:00,2.48644,1.97294,3.18422
2026-05-26 21:36:00,2.59124,2.71299,2.92407
2026-05-26 22:36:00,2.39339,2.40835,2.86079
2026-05-26 23:36:00,2.48557,3.43735,3.08092
2026-05-27 00:36:00,2.34402,2.16636,3.10081
2026-05-27 01:36:00,2.26909,3.00411,2.96446
2026-05-27 02:36:00,2.29625,2.45549,3.79672
2026-05-27 03:36:00,2.10306,2.45922,3.49919
2026-05-27 04:36:00,2.29089,2.28956,3.45965
2026-05-27 05:36:00,2.55819,2.82386,2.96946
2026-05-27 06:36:00,2.23952,2.5288,3.74995
2026-05-27 07:36:00,2.27681,2.61574,3.80236
2026-05-27 08:36:00,2.41937,2.99284,3.44114
2026-05-27 09:36:00,2.32436,3.17938,2.88356
2026-05-27 10:36:00,2.31126,2.5959,2.73871
2026-05-27 11:36:00,2.46579,3.37302,3.34884
2026-05-27 12:36:00,2.05519,2.47683,2.82986
2026-05-27 13:36:00,2.37746,2.66672,2.9207
2026-05-27 14:36:00,2.66103,2.71332,2.95832
2026-05-27 15:36:00,2.50051,2.74203,3.53349
2026-05-27 16:36:00,2.40284,2.82016,3.26551
2026-05-27 17:36:00,2.08369,2.50124,3.71229
2026-05-27 18:36:00,2.75188,2.01904,3.08602
2026-05-27 19:36:00,2.30778,2.71142,3.18843
2026-05-27 20:36:00,2.43272,3.15374,3.2361
2026-05-27 21:36:00,2.07521,2.77763,3.54043
2026-05-27 22:36:00,2.1626,2.35251,3.72065
2026-05-27 23:36:00,2.33998,2.62299,3.38597
2026-05-28 00:36:00,2.35881,2.71119,3.52938
2026-05-28 01:36:00,2.40795,2.20266,3.54021
2026-05-28 02:36:00,2.43266,2.82638,3.54299
2026-05-28 03:36:00,2.43865,2.71885,2.92531
2026-05-28 04:36:00,2.37828,2.39643,2.96113
2026-05-28 05:36:00,2.31123,2.27681,2.84989
2026-05-28 06:36:00,2.51649,2.48889,3.69121
2026-05-28 07:36:00,2.23263,2.56029,3.55388
2026-05-28 08:36:00,2.71559,2.59038,3.01507
2026-05-28 09:36:00,2.47395,2.42258,2.90874
2026-05-28 10:36:00,2.13526,2.48974,3.43822
2026-05-28 11:36:00,2.43205,2.55954,3.70956
2026-05-28 12:36:00,2.14187,2.71833,3.29828
2026-05-28 13:36:00,2.40011,2.28148,3.64667
2026-05-28 14:36:00,0.09583,2.53751,0.06341
2026-05-28 15:36:00,0.08301,2.48415,0.0628
2026-05-28 16:36:00,0.10995,3.02304,0.0753
2026-05-28 17:36:00,0.11607,2.38838,0.06634
2026-05-28 18:36:00,0.09457,3.04305,0.07301
2026-05-28 19:36:00,1.96846,2.36096,2.99362
2026-05-28 20:36:00,1.97661,2.18297,2.8932
2026-05-28 21:36:00,2.20603,2.42167,2.85116
2026-05-28 22:36:00,2.42526,2.67029,2.91484
2026-05-28 23:36:00,2.48132,2.93608,3.02056
2026-05-29 00:36:00,2.4874,2.4123,2.83037
2026-05-29 01:36:00,2.5126,2.52438,2.85872
2026-05-29 02:36:00,2.4491,3.26686,2.84241
2026-05-29 03:36:00,2.66403,2.87853,2.88886
2026-05-29 04:36:00,2.02336,2.39163,2.72626
2026-05-29 05:36:00,2.22381,2.81305,2.83909
2026-05-29 06:36:00,2.69213,2.28753,2.91602
2026-05-29 07:36:00,2.40547,2.27955,2.7742
2026-05-29 08:36:00,2.31668,2.61255,2.79277
2026-05-29 09:36:00,2.51885,2.82942,2.807
2026-05-29 10:36:00,2.54312,3.02477,2.84101
2026-05-29 11:36:00,2.342,2.51871,2.77794
2026-05-29 12:36:00,2.65443,2.7791,2.85993
2026-05-29 13:36:00,2.25807,2.51743,2.79937
2026-05-29 14:36:00,2.27848,2.98999,2.97642
2026-05-29 15:36:00,2.41946,2.72077,2.76732
2026-05-29 16:36:00,2.48014,2.69017,2.95976
2026-05-29 17:36:00,2.84259,3.41525,2.95207
2026-05-29 18:36:00,2.20864,2.69302,3.01081
2026-05-29 19:36:00,2.09638,3.04165,2.8738
2026-05-29 20:36:00,0.10463,2.40552,0.08278
2026-05-29 21:36:00,0.08917,2.29214,0.07486
2026-05-29 22:36:00,0.08742,2.65594,0.0715
2026-05-29 23:36:00,0.08757,3.10283,0.07502
2026-05-30 00:36:00,0.0855,3.0861,0.07265
2026-05-30 01:36:00,0.08381,2.77602,0.06899
2026-05-30 02:36:00,0.09079,2.6243,0.0724
2026-05-30 03:36:00,0.08573,2.69377,0.07254
2026-05-30 04:36:00,0.08345,2.93312,0.073
2026-05-30 05:36:00,0.08157,2.90265,0.07368
2026-05-30 06:36:00,0.08334,2.75783,0.07064
2026-05-30 07:36:00,0.08082,3.28241,0.07031
2026-05-30 08:36:00,0.09228,2.5504,0.0717
2026-05-30 09:36:00,0.08936,2.72581,0.07457
2026-05-30 10:36:00,0.08731,2.49374,0.07525
2026-05-30 11:36:00,0.08339,3.22793,0.0681
2026-05-30 12:36:00,1.73692,2.8554,2.65546
2026-05-30 13:36:00,1.79355,2.62052,2.81635
2026-05-30 14:36:00,2.12552,2.32526,3.44511
2026-05-30 15:36:00,1.82286,2.17824,2.67198
2026-05-30 16:36:00,2.33306,2.73466,3.15723
2026-05-30 17:36:00,2.21201,2.88936,3.28477
2026-05-30 18:36:00,1.8952,2.55239,2.92014
2026-05-30 19:36:00,2.34654,2.6838,3.15214
2026-05-30 20:36:00,2.42828,2.81344,3.27039
2026-05-30 21:36:00,2.11161,3.12345,3.20803
2026-05-30 22:36:00,2.25409,2.15137,2.97737
2026-05-30 23:36:00,2.10589,2.25539,2.8473
2026-05-31 00:36:00,2.80057,2.9803,3.0378
2026-05-31 01:36:00,2.5042,2.52856,3.65988
