"Frequency (HZ)","11RV 2026-06-10 10:19:00"
0,0.3536877408816992
1.5625,0.0000848528137423857
3.125,0.000056568542494923805
4.6875,0.00003535533905932738
6.25,0.000056568542494923805
7.8125,0.0000848528137423857
9.375,0.00004242640687119285
10.9375,0.00004242640687119285
12.5,0.000021213203435596424
14.0625,0.00003535533905932738
15.625,0.00003535533905932738
17.1875,0.00003535533905932738
18.75,0.000021213203435596424
20.3125,0.000021213203435596424
21.875,0.000014142135623730951
23.4375,0.00003535533905932738
25,0.00004242640687119285
26.5625,0.000021213203435596424
28.125,0.000021213203435596424
29.6875,0.00003535533905932738
31.25,0.00003535533905932738
32.8125,0.000021213203435596424
34.375,0.000021213203435596424
35.9375,0.000021213203435596424
37.5,0.000014142135623730951
39.0625,0.000021213203435596424
40.625,0.000021213203435596424
42.1875,0.000021213203435596424
43.75,0.00003535533905932738
45.3125,0.00003535533905932738
46.875,0.000021213203435596424
48.4375,0.000021213203435596424
50,0.0009192388155425116
51.5625,0.000021213203435596424
53.125,0.000021213203435596424
54.6875,0.000021213203435596424
56.25,0.000021213203435596424
57.8125,0.00003535533905932738
59.375,0.000021213203435596424
60.9375,0.00003535533905932738
62.5,0.00003535533905932738
64.0625,0.000021213203435596424
65.625,0.000021213203435596424
67.1875,0.000021213203435596424
68.75,0.000021213203435596424
70.3125,0.000021213203435596424
71.875,0.000014142135623730951
73.4375,0.000021213203435596424
75,0.000021213203435596424
76.5625,0.000021213203435596424
78.125,0.00003535533905932738
79.6875,0.000014142135623730951
81.25,0.000021213203435596424
82.8125,0.000021213203435596424
84.375,0.000021213203435596424
85.9375,0.000021213203435596424
87.5,0.000021213203435596424
89.0625,0.000021213203435596424
90.625,0.000021213203435596424
92.1875,0.000014142135623730951
93.75,0.000014142135623730951
95.3125,0.000021213203435596424
96.875,0.00003535533905932738
98.4375,0.000021213203435596424
100,0.000014142135623730951
101.5625,0.000021213203435596424
103.125,0.000021213203435596424
104.6875,0.000014142135623730951
106.25,0.000014142135623730951
107.8125,0.000021213203435596424
109.375,0.000021213203435596424
110.9375,0.000014142135623730951
112.5,0.00003535533905932738
114.0625,0.00003535533905932738
115.625,0.00006363961030678928
117.1875,0.000021213203435596424
118.75,0.000056568542494923805
120.3125,0.00003535533905932738
121.875,0.00003535533905932738
123.4375,0.000014142135623730951
125,0.000021213203435596424
126.5625,0.000014142135623730951
128.125,0.000014142135623730951
129.6875,0.000014142135623730951
131.25,0.000014142135623730951
132.8125,0.000021213203435596424
134.375,0.000021213203435596424
135.9375,0.00003535533905932738
137.5,0.000021213203435596424
139.0625,0.00003535533905932738
140.625,0.00003535533905932738
142.1875,0.000021213203435596424
143.75,0.000014142135623730951
145.3125,0.000021213203435596424
146.875,0.000021213203435596424
148.4375,0.00003535533905932738
150,0.0005091168824543143
151.5625,0.00003535533905932738
153.125,0.000021213203435596424
154.6875,0.000014142135623730951
156.25,0.000014142135623730951
157.8125,0.000021213203435596424
159.375,0.000021213203435596424
160.9375,0.000014142135623730951
162.5,0.000014142135623730951
164.0625,0.000014142135623730951
165.625,0.000014142135623730951
167.1875,0.000014142135623730951
168.75,0.00003535533905932738
170.3125,0.00003535533905932738
