"Frequency (HZ)","4RH 2026-06-10 09:48:00"
0,0.12928740387214835
1.5625,0.00009192388155425117
3.125,0.00004949747468305832
4.6875,0.000028284271247461902
6.25,0.00004949747468305832
7.8125,0.000028284271247461902
9.375,0.000028284271247461902
10.9375,0.000028284271247461902
12.5,0.000028284271247461902
14.0625,0.00004242640687119285
15.625,0.000021213203435596424
17.1875,0.000014142135623730951
18.75,0.000021213203435596424
20.3125,0.000028284271247461902
21.875,0.00003535533905932738
23.4375,0.000021213203435596424
25,0.000056568542494923805
26.5625,0.000021213203435596424
28.125,0.000014142135623730951
29.6875,0.00004242640687119285
31.25,0.000056568542494923805
32.8125,0.000021213203435596424
34.375,0.000021213203435596424
35.9375,0.000028284271247461902
37.5,0.00004242640687119285
39.0625,0.00004242640687119285
40.625,0.00004949747468305832
42.1875,0.00012727922061357857
43.75,0.00009899494936611664
45.3125,0.0002192031021678297
46.875,0.0001414213562373095
48.4375,0.00010606601717798211
50,0.0004596194077712558
51.5625,0.00015556349186104045
53.125,0.00019798989873223328
54.6875,0.00006363961030678928
56.25,0.00004242640687119285
57.8125,0.00006363961030678928
59.375,0.00004949747468305832
60.9375,0.00003535533905932738
62.5,0.00004242640687119285
64.0625,0.00004242640687119285
65.625,0.000028284271247461902
67.1875,0.000056568542494923805
68.75,0.00003535533905932738
70.3125,0.000056568542494923805
71.875,0.00007778174593052023
73.4375,0.0000848528137423857
75,0.00019798989873223328
76.5625,0.0000848528137423857
78.125,0.00004949747468305832
79.6875,0.00004242640687119285
81.25,0.00006363961030678928
82.8125,0.00004949747468305832
84.375,0.0000848528137423857
85.9375,0.00011313708498984761
87.5,0.00011313708498984761
89.0625,0.00012727922061357857
90.625,0.0001697056274847714
92.1875,0.0003889087296526011
93.75,0.00010606601717798211
95.3125,0.00012727922061357857
96.875,0.0001414213562373095
98.4375,0.00023334523779156068
100,0.00027577164466275353
101.5625,0.0002192031021678297
103.125,0.00012020815280171308
104.6875,0.000056568542494923805
106.25,0.00009192388155425117
107.8125,0.00016263455967290594
109.375,0.00012020815280171308
110.9375,0.00007778174593052023
112.5,0.00016263455967290594
114.0625,0.00012727922061357857
115.625,0.00019798989873223328
117.1875,0.0002192031021678297
118.75,0.00037476659402887016
120.3125,0.000282842712474619
121.875,0.00027577164466275353
123.4375,0.00010606601717798211
125,0.00019798989873223328
126.5625,0.0007848885271170677
128.125,0.00015556349186104045
129.6875,0.0000848528137423857
131.25,0.00009192388155425117
132.8125,0.00007778174593052023
134.375,0.00014849242404917497
135.9375,0.0004949747468305832
137.5,0.00010606601717798211
139.0625,0.00007778174593052023
140.625,0.00010606601717798211
142.1875,0.00006363961030678928
143.75,0.00004949747468305832
145.3125,0.00007778174593052023
146.875,0.00004242640687119285
148.4375,0.0001414213562373095
150,0.00046669047558312135
151.5625,0.00022627416997969522
153.125,0.0003889087296526011
154.6875,0.00029698484809834993
156.25,0.00024041630560342616
157.8125,0.00012020815280171308
159.375,0.00011313708498984761
160.9375,0.00012727922061357857
162.5,0.00006363961030678928
164.0625,0.000056568542494923805
165.625,0.00007778174593052023
167.1875,0.00020506096654409876
168.75,0.0001414213562373095
170.3125,0.00004242640687119285
171.875,0.000056568542494923805
173.4375,0.00004949747468305832
175,0.00006363961030678928
176.5625,0.00006363961030678928
178.125,0.00004242640687119285
179.6875,0.00004242640687119285
181.25,0.000028284271247461902
182.8125,0.00004949747468305832
184.375,0.000056568542494923805
185.9375,0.000021213203435596424
187.5,0.00004242640687119285
189.0625,0.000028284271247461902
190.625,0.000056568542494923805
192.1875,0.00004242640687119285
193.75,0.000021213203435596424
195.3125,0.000021213203435596424
196.875,0.000028284271247461902
198.4375,0.000014142135623730951
200,0.000021213203435596424
201.5625,0.000028284271247461902
203.125,0.000028284271247461902
204.6875,0.000028284271247461902
206.25,0.000028284271247461902
207.8125,0.00003535533905932738
209.375,0.000021213203435596424
210.9375,0.000021213203435596424
212.5,0.00004949747468305832
214.0625,0.00003535533905932738
215.625,0.000021213203435596424
217.1875,0.000021213203435596424
218.75,0.000028284271247461902
220.3125,0.000021213203435596424
221.875,0.00004242640687119285
223.4375,0.000021213203435596424
225,0.00003535533905932738
226.5625,0.000028284271247461902
228.125,0.00003535533905932738
229.6875,0.00004242640687119285
231.25,0.000028284271247461902
232.8125,0.000028284271247461902
234.375,0.000028284271247461902
235.9375,0.00004242640687119285
237.5,0.00003535533905932738
239.0625,0.00004949747468305832
240.625,0.00004242640687119285
242.1875,0.00010606601717798211
243.75,0.00010606601717798211
245.3125,0.00006363961030678928
246.875,0.00007778174593052023
248.4375,0.00011313708498984761
250,0.00011313708498984761
251.5625,0.00012727922061357857
253.125,0.00004949747468305832
254.6875,0.00006363961030678928
256.25,0.00006363961030678928
257.8125,0.00010606601717798211
259.375,0.00012727922061357857
260.9375,0.00015556349186104045
262.5,0.00036062445840513924
264.0625,0.0002474873734152916
265.625,0.0005374011537017761
267.1875,0.0006151828996322963
268.75,0.0005515432893255071
270.3125,0.00028991378028648445
271.875,0.00016263455967290594
273.4375,0.00012020815280171308
275,0.0000848528137423857
276.5625,0.00019798989873223328
278.125,0.0001697056274847714
279.6875,0.0000848528137423857
281.25,0.000282842712474619
282.8125,0.00019091883092036782
284.375,0.00019798989873223328
285.9375,0.00015556349186104045
287.5,0.00025455844122715713
289.0625,0.000282842712474619
290.625,0.00019091883092036782
292.1875,0.00020506096654409876
293.75,0.00011313708498984761
295.3125,0.00006363961030678928
296.875,0.000056568542494923805
298.4375,0.00007071067811865475
300,0.00011313708498984761
301.5625,0.00023334523779156068
303.125,0.00025455844122715713
304.6875,0.0002192031021678297
306.25,0.00022627416997969522
307.8125,0.00021213203435596422
309.375,0.00020506096654409876
310.9375,0.00012020815280171308
312.5,0.00011313708498984761
314.0625,0.00010606601717798211
315.625,0.000028284271247461902
