"Frequency (HZ)","4RH 2026-06-10 09:48:00"
0,0.00022627416997969522
0.3125,0.00013435028842544402
0.625,0.00007071067811865475
0.9375,0.00016263455967290594
1.25,0.0005374011537017761
1.5625,0.008881261171703037
1.875,0.026834702346029474
2.1875,0.026898341956336263
2.5,0.017451395359683992
2.8125,0.009772215715998086
3.125,0.010684383463728733
3.4375,0.009913637072235396
3.75,0.009149961748553924
4.0625,0.00943987552884041
4.375,0.00843578389955551
4.6875,0.006639732675341682
5,0.0067387276247077976
5.3125,0.006950859659063762
5.625,0.006314463555995869
5.9375,0.005161879502661797
6.25,0.002637508293825822
6.5625,0.002248599564173221
6.875,0.0035567471093683337
7.1875,0.004136574669941303
7.5,0.0032173358543987913
7.8125,0.0032526911934581183
8.125,0.003019345955666558
8.4375,0.0031466251762801364
8.75,0.0027365032431919387
9.0625,0.002679934700697015
9.375,0.0035001785668734102
9.6875,0.0039597979746446655
10,0.003153696244092002
10.3125,0.0019021172413918128
10.625,0.002630437226013957
10.9375,0.002340523445727472
11.25,0.002100107140124046
11.5625,0.0019940411229460637
11.875,0.0012020815280171307
12.1875,0.0018314065632731578
12.5,0.0021778888860545663
12.8125,0.00223445742854949
13.125,0.0012091525958289962
13.4375,0.0014495689014324225
13.75,0.0015980613254815972
14.0625,0.0019021172413918128
14.375,0.0016334166645409246
14.6875,0.001011162697096763
15,0.0008061017305526641
15.3125,0.0007778174593052023
15.625,0.000834386001800126
15.9375,0.0009263098833543772
16.25,0.0010040916292848973
16.5625,0.0010535891039679557
16.875,0.0005798275605729689
17.1875,0.0008485281374238569
17.5,0.0008980256121069154
17.8125,0.000700035713374682
18.125,0.0006576093065034892
18.4375,0.0006576093065034892
18.75,0.0012232947314527272
19.0625,0.0010960155108391486
19.375,0.0007212489168102785
19.6875,0.00048790367901871775
20,0.0006576093065034892
20.3125,0.0007495331880577403
20.625,0.0007212489168102785
20.9375,0.0008485281374238569
21.25,0.0009545941546018392
21.5625,0.0012727922061357853
21.875,0.0012303657992645926
22.1875,0.0009899494936611664
22.5,0.000728319984622144
22.8125,0.0008626702730475879
23.125,0.0010182337649086285
23.4375,0.0008768124086713188
23.75,0.0007707463914933368
24.0625,0.0006363961030678927
24.375,0.000565685424949238
24.6875,0.0020506096654409876
25,0.003097127701597078
25.3125,0.0019798989873223327
25.625,0.0015273506473629426
25.9375,0.0009758073580374355
26.25,0.0009545941546018392
26.5625,0.0008555992052357224
26.875,0.0008980256121069154
27.1875,0.0009828784258493009
27.5,0.000714177848998413
27.8125,0.0008838834764831843
28.125,0.0008061017305526641
28.4375,0.00043133513652379393
28.75,0.0004596194077712558
29.0625,0.0005868986283848344
29.375,0.0008485281374238569
29.6875,0.0013435028842544402
