"Frequency (HZ)","4RH 2026-06-10 09:46:00"
0,0.00026162950903902256
0.3125,0.00013435028842544402
0.625,0.00004242640687119285
0.9375,0.00007778174593052023
1.25,0.00022627416997969522
1.5625,0.0035638181771801996
1.875,0.010026774157225244
2.1875,0.009772215715998086
2.5,0.014368409793710646
2.8125,0.014587612895878474
3.125,0.010564175310927019
3.4375,0.005282087655463509
3.75,0.006144757928511098
4.0625,0.006540737725975564
4.375,0.008916616510762363
4.6875,0.006066976182580578
5,0.004292138161802343
5.3125,0.006363961030678927
5.625,0.005727564927611034
5.9375,0.00706399674405361
6.25,0.003860803025278549
6.5625,0.0025597265478953016
6.875,0.0029274220741123064
7.1875,0.0029557063453597683
7.5,0.002694076836320746
7.8125,0.002489015869776647
8.125,0.0023900209204105304
8.4375,0.002884995667241114
8.75,0.0032809754647055802
9.0625,0.0017536248173426376
9.375,0.0011101576464628796
9.6875,0.0017394826817189067
10,0.0015980613254815972
10.3125,0.0011667261889578033
10.625,0.0012657211383239198
10.9375,0.001428355697996826
11.25,0.0017677669529663686
11.5625,0.0014071424945612295
11.875,0.0014354267658086915
12.1875,0.0014495689014324225
12.5,0.0010040916292848973
12.8125,0.0012091525958289962
13.125,0.0009475230867899737
13.4375,0.0010465180361560902
13.75,0.001385929291125633
14.0625,0.0012020815280171307
14.375,0.0011455129855222068
14.6875,0.0010748023074035522
15,0.001414213562373095
15.3125,0.0013717871555019021
15.625,0.0010677312395916867
15.9375,0.0006929646455628165
16.25,0.0008273149339882605
16.5625,0.0009192388155425116
16.875,0.0008697413408594533
17.1875,0.0007990306627407986
17.5,0.0009899494936611664
17.8125,0.0011242997820866106
18.125,0.0010182337649086285
18.4375,0.0007990306627407986
18.75,0.0010253048327204938
19.0625,0.0012727922061357853
19.375,0.0009333809511662427
19.6875,0.0008768124086713188
20,0.0010253048327204938
20.3125,0.0012232947314527272
20.625,0.0010253048327204938
20.9375,0.0011455129855222068
21.25,0.0009899494936611664
21.5625,0.0006717514421272201
21.875,0.0007990306627407986
22.1875,0.0006858935777509511
22.5,0.0007495331880577403
22.8125,0.0007353910524340093
23.125,0.00048790367901871775
23.4375,0.0005586143571373725
23.75,0.0005091168824543143
24.0625,0.0006505382386916237
24.375,0.0008414570696119915
24.6875,0.0007495331880577403
25,0.0007848885271170677
25.3125,0.000565685424949238
25.625,0.0005515432893255071
25.9375,0.0009121677477306461
26.25,0.0008414570696119915
26.5625,0.0006010407640085653
26.875,0.0015839191898578662
27.1875,0.0015839191898578662
27.5,0.000565685424949238
27.8125,0.0005020458146424487
28.125,0.0007566042558696058
28.4375,0.0005232590180780451
28.75,0.0005303300858899106
29.0625,0.0006505382386916237
29.375,0.0008061017305526641
29.6875,0.0007919595949289331
30,0.0010748023074035522
30.3125,0.0006788225099390856
30.625,0.0006293250352560272
30.9375,0.0010182337649086285
31.25,0.0010394469683442248
31.5625,0.0011950104602052652
31.875,0.0010818733752154177
32.1875,0.001011162697096763
32.5,0.0005515432893255071
32.8125,0.0005939696961966999
33.125,0.000565685424949238
33.4375,0.0005303300858899106
33.75,0.0006576093065034892
34.0625,0.0007495331880577403
34.375,0.0005727564927611034
34.6875,0.0005303300858899106
35,0.0007566042558696058
35.3125,0.0006363961030678927
35.625,0.0005939696961966999
35.9375,0.0006505382386916237
36.25,0.0005868986283848344
36.5625,0.0005091168824543143
36.875,0.0002192031021678297
37.1875,0.00035355339059327376
37.5,0.0006151828996322963
37.8125,0.0008555992052357224
38.125,0.0006151828996322963
38.4375,0.0005798275605729689
38.75,0.0006929646455628165
39.0625,0.0007424621202458748
39.375,0.0006434671708797583
39.6875,0.0007990306627407986
