"Frequency (HZ)","1RV 2026-06-10 09:36:00"
0,0.08420934657150594
1.5625,0.0003394112549695428
3.125,0.00039597979746446656
4.6875,0.000700035713374682
6.25,0.0006363961030678927
7.8125,0.000728319984622144
9.375,0.0009970205614730319
10.9375,0.002340523445727472
12.5,0.001534421715174808
14.0625,0.00245366053071732
15.625,0.007007428201558686
17.1875,0.009574225817265853
18.75,0.002991061684419096
20.3125,0.0020152543263816606
21.875,0.0013293607486307092
23.4375,0.0013152186130069785
25,0.0008273149339882605
26.5625,0.0022415284963613557
28.125,0.0027789296500631317
29.6875,0.003118340905032674
31.25,0.002976919548795365
32.8125,0.003903229432149742
34.375,0.0009333809511662427
35.9375,0.0007495331880577403
37.5,0.0012232947314527272
39.0625,0.0008768124086713188
40.625,0.0007424621202458748
42.1875,0.0006788225099390856
43.75,0.00096873629022557
45.3125,0.0023475945135393375
46.875,0.0016192745289171937
48.4375,0.0015839191898578662
50,0.0037264527368531053
51.5625,0.0015556349186104045
53.125,0.0032314779900225223
54.6875,0.004023437584951455
56.25,0.004051721856198917
57.8125,0.002913279938488576
59.375,0.0026233661582020914
60.9375,0.0035779603128039306
62.5,0.0019869700551341982
64.0625,0.002637508293825822
65.625,0.002425376259469858
67.1875,0.001442497833620557
68.75,0.001131370849898476
70.3125,0.0026233661582020914
71.875,0.0023334523779156065
73.4375,0.0021778888860545663
75,0.003139554108468271
76.5625,0.0014919953083036151
78.125,0.0025173001410241087
79.6875,0.002821356056934324
81.25,0.003309259735953042
82.8125,0.005819488809165285
84.375,0.0020788939366884495
85.9375,0.0031607673119038674
87.5,0.002114249275747777
89.0625,0.0027011479041326113
90.625,0.002616295090390226
92.1875,0.002566797615707167
93.75,0.0018314065632731578
95.3125,0.0022203152929257592
96.875,0.003514320702497141
98.4375,0.008273149339882605
100,0.00804687516990291
101.5625,0.006413458505361985
103.125,0.004334564568673536
104.6875,0.004772970773009195
106.25,0.0033304729393886386
107.8125,0.0038961583643378765
109.375,0.00490732106143464
110.9375,0.0037618080759124328
112.5,0.0029557063453597683
114.0625,0.0024678026663410508
115.625,0.0024960869375885127
117.1875,0.003097127701597078
118.75,0.002503158005400378
120.3125,0.002786000717874997
121.875,0.0038678740930904146
123.4375,0.002842569260369921
125,0.0011384419177103415
126.5625,0.002835498192558055
128.125,0.0015980613254815972
129.6875,0.0019233304448274093
131.25,0.002863782463805517
132.8125,0.00439113311116846
134.375,0.006682159082212874
135.9375,0.00371938166904124
137.5,0.004553767670841366
139.0625,0.004808326112068523
140.625,0.006858935777509511
142.1875,0.00312541197284454
143.75,0.0013152186130069785
145.3125,0.003379970414071697
146.875,0.002489015869776647
148.4375,0.0015273506473629426
150,0.0009970205614730319
151.5625,0.0012091525958289962
153.125,0.0015273506473629426
154.6875,0.0015061374439273461
156.25,0.0017111984104714447
157.8125,0.0012162236636408617
159.375,0.0008555992052357224
160.9375,0.0019445436482630055
162.5,0.0019445436482630055
164.0625,0.001400071426749364
165.625,0.0009475230867899737
167.1875,0.0012445079348883236
168.75,0.0014495689014324225
170.3125,0.0010677312395916867
171.875,0.0010323759005323593
173.4375,0.0013647160876900366
175,0.0007848885271170677
176.5625,0.0009616652224137046
178.125,0.0010748023074035522
179.6875,0.0005798275605729689
181.25,0.0014071424945612295
182.8125,0.0008202438661763951
184.375,0.000417193000900063
185.9375,0.0005798275605729689
187.5,0.0004384062043356594
189.0625,0.00039597979746446656
190.625,0.001011162697096763
192.1875,0.00036769552621700467
193.75,0.0004596194077712558
195.3125,0.001251579002700189
196.875,0.0006151828996322963
198.4375,0.0009475230867899737
200,0.0007990306627407986
201.5625,0.0006646803743153546
203.125,0.0005939696961966999
204.6875,0.0010465180361560902
206.25,0.0012020815280171307
207.8125,0.0011737972567696688
209.375,0.0011737972567696688
210.9375,0.0008768124086713188
212.5,0.0018172644276494268
214.0625,0.0012727922061357853
215.625,0.0008555992052357224
217.1875,0.0012657211383239198
218.75,0.0008485281374238569
220.3125,0.0012162236636408617
221.875,0.0015061374439273461
223.4375,0.0010394469683442248
225,0.0005161879502661796
226.5625,0.0005798275605729689
228.125,0.000700035713374682
229.6875,0.00044547727214752495
231.25,0.0005586143571373725
232.8125,0.0005020458146424487
234.375,0.000700035713374682
235.9375,0.001294005409571382
237.5,0.0005727564927611034
239.0625,0.00024041630560342616
240.625,0.00028991378028648445
242.1875,0.0005515432893255071
243.75,0.0007707463914933368
245.3125,0.0011384419177103415
246.875,0.00043133513652379393
248.4375,0.0006929646455628165
250,0.00040305086527633204
251.5625,0.0004808326112068523
253.125,0.0007071067811865475
254.6875,0.001011162697096763
256.25,0.0003394112549695428
257.8125,0.00035355339059327376
259.375,0.0007566042558696058
260.9375,0.0005091168824543143
262.5,0.00037476659402887016
264.0625,0.00026870057685088805
265.625,0.0005232590180780451
267.1875,0.00040305086527633204
268.75,0.0005515432893255071
270.3125,0.0006646803743153546
271.875,0.0012586500705120544
273.4375,0.00096873629022557
275,0.0006788225099390856
276.5625,0.0006929646455628165
278.125,0.0006293250352560272
279.6875,0.0007636753236814713
281.25,0.00038183766184073564
282.8125,0.0005161879502661796
284.375,0.0006222539674441618
285.9375,0.00041012193308819753
287.5,0.0006010407640085653
289.0625,0.00036062445840513924
290.625,0.0003889087296526011
292.1875,0.00044547727214752495
293.75,0.00039597979746446656
295.3125,0.00045254833995939044
296.875,0.0006222539674441618
298.4375,0.00027577164466275353
300,0.0009475230867899737
301.5625,0.0003111269837220809
303.125,0.00026870057685088805
304.6875,0.0005515432893255071
306.25,0.00028991378028648445
307.8125,0.00020506096654409876
309.375,0.0007353910524340093
310.9375,0.00027577164466275353
312.5,0.00044547727214752495
314.0625,0.00027577164466275353
315.625,0.00029698484809834993
317.1875,0.0003323401871576773
318.75,0.0003394112549695428
320.3125,0.000417193000900063
321.875,0.0001697056274847714
323.4375,0.00031819805153394633
325,0.00032526911934581187
326.5625,0.00036062445840513924
328.125,0.00016263455967290594
