"Frequency (HZ)","1RV 2026-06-10 09:36:00"
0,0.02715997146537529
0.3125,0.015379572490807406
0.625,0.001385929291125633
0.9375,0.0005798275605729689
1.25,0.0016051323932934627
1.5625,0.04213649309090636
1.875,0.1040012653769174
2.1875,0.08289412795849896
2.5,0.042574899295242025
2.8125,0.044293168773525335
3.125,0.062918361389979
3.4375,0.10013339128382699
3.75,0.08668422030565885
4.0625,0.07560385704446566
4.375,0.08300019397567694
4.6875,0.11537154241839709
5,0.11117839920596087
5.3125,0.06856814457165951
5.625,0.06733070770458305
5.9375,0.048408530240031035
6.25,0.03247741445989812
6.5625,0.045459894962483136
6.875,0.04691653493172743
7.1875,0.030836926727545337
7.5,0.04702260094890541
7.8125,0.03357342997073728
8.125,0.031091485168772495
8.4375,0.04316179792362686
8.75,0.06302442740715698
9.0625,0.040354584002316264
9.375,0.0609101781314092
9.6875,0.0986767513145827
10,0.11927477185054683
10.3125,0.15412099402741988
10.625,0.1832820776835531
10.9375,0.2610001840037665
11.25,0.293880649328941
11.5625,0.2124855877465575
11.875,0.12397703194543738
12.1875,0.06692765683930672
12.5,0.03951312693270427
12.8125,0.03127533293188099
13.125,0.0528208765546351
13.4375,0.07706049701370994
13.75,0.07479775531391299
14.0625,0.07126222140798025
14.375,0.08577205255792822
14.6875,0.11927477185054683
15,0.1301359320095722
15.3125,0.18831667796560134
15.625,0.21010970896177072
15.9375,0.13028442443362137
16.25,0.6406528858906357
16.5625,1.194444774780316
16.875,0.560169992055983
17.1875,0.058435304397256284
17.5,0.06364668137460114
17.8125,0.08850855580112015
18.125,0.07162991693419726
18.4375,0.04582051942088827
18.75,0.03401183617507293
19.0625,0.02967020053858753
19.375,0.025625549750200483
19.6875,0.0162210295604194
20,0.012756206332605317
20.3125,0.02894188055396539
20.625,0.025335635969913995
20.9375,0.027449885245661772
21.25,0.025554839072081826
21.5625,0.021397051198704924
21.875,0.02198394982708976
22.1875,0.024678026663410506
22.5,0.02318603135510689
22.8125,0.020994000333428596
23.125,0.020046477246638623
23.4375,0.01662408042569573
23.75,0.019791918805411465
24.0625,0.02394970667878836
24.375,0.030617723625377503
24.6875,0.028545900756500923
25,0.043126442584567534
25.3125,0.04304866083863701
25.625,0.06470027047856909
25.9375,0.06116473657263635
26.25,0.05253096277434861
26.5625,0.053916892065474245
26.875,0.04793476869663606
27.1875,0.04760949957729024
27.5,0.05059349019389747
27.8125,0.07031469832119028
28.125,0.04953990108992951
28.4375,0.047531717831359725
28.75,0.03397648083601361
29.0625,0.043013305499577686
29.375,0.0609101781314092
29.6875,0.05654025822367634
30,0.06014650280772773
30.3125,0.07618368460503863
30.625,0.06769133216298819
30.9375,0.08413156482557542
31.25,0.08019298005436634
31.5625,0.07385023222712302
31.875,0.09094807419621374
32.1875,0.11183600851246435
32.5,0.07621903994409795
32.8125,0.08671957564471819
33.125,0.11445937467066646
33.4375,0.09138648040054939
33.75,0.06914797213223248
34.0625,0.058470659736315614
34.375,0.08085058936086983
34.6875,0.04574980874276962
35,0.02664378351510911
35.3125,0.02300218359199839
35.625,0.027485240584721102
35.9375,0.02081722363813196
36.25,0.017097841969090716
36.5625,0.013307749621930823
36.875,0.010825804819966043
37.1875,0.014651252506185262
37.5,0.013668374080335962
37.8125,0.014290628047780123
38.125,0.018809040379562162
38.4375,0.019975766568519966
38.75,0.018116075733999346
39.0625,0.014580541828066609
39.375,0.009729789309126893
39.6875,0.008605489527040284
40,0.011667261889578034
40.3125,0.017352400410317874
40.625,0.020301035687865777
40.9375,0.017642314190604358
41.25,0.01356230806315798
41.5625,0.01862519261645366
41.875,0.011667261889578034
42.1875,0.01436133872589878
42.5,0.01873832970144351
42.8125,0.020774797231260765
43.125,0.020668731214082782
43.4375,0.017352400410317874
43.75,0.02132634052058627
44.0625,0.024239620459074847
44.375,0.020958644994369266
44.6875,0.022090015844267744
45,0.04162737620845205
45.3125,0.049391408665880335
45.625,0.03597759302677154
45.9375,0.02880045919772808
46.25,0.030617723625377503
46.5625,0.026827631278217613
46.875,0.01946664968606565
47.1875,0.018660547955512988
47.5,0.016510943340705884
47.8125,0.01960807104230296
48.125,0.026721565261039627
48.4375,0.02322138669416622
48.75,0.025950818869546293
49.0625,0.022563777387662732
49.375,0.0399161777979806
49.6875,0.06346283361149263
50,0.05253096277434861
50.3125,0.035100780618100215
50.625,0.03503006993998156
50.9375,0.04410932101041683
51.25,0.0337926330729051
51.5625,0.04852166732502089
51.875,0.0530047243177436
52.1875,0.06226075208347551
52.5,0.04644277338833244
52.8125,0.05996265504461923
53.125,0.058251456634147776
53.4375,0.0654356615310031
53.75,0.039187857813358457
54.0625,0.03010860674292319
54.375,0.03404719151413226
54.6875,0.04360020412796252
55,0.05697866442801199
55.3125,0.05209255657001295
55.625,0.03925856849147712
55.9375,0.04162737620845205
56.25,0.04815397179880388
56.5625,0.04038993934137559
56.875,0.03984546711986195
57.1875,0.053400704115208066
57.5,0.03998688847609926
57.8125,0.029415642097360372
58.125,0.029450997436419702
58.4375,0.03269661756206596
58.75,0.035616968568366394
59.0625,0.03853024850685497
59.375,0.04148595485221474
59.6875,0.03277439930799648
60,0.025519483733022496
60.3125,0.026792275939158283
60.625,0.042574899295242025
60.9375,0.05511897359349138
61.25,0.039590908678634795
61.5625,0.036635202333275024
61.875,0.02996718538668588
62.1875,0.04913685022465318
62.5,0.05446136428698789
62.8125,0.03503006993998156
63.125,0.039407060915526294
63.4375,0.044073965671357504
63.75,0.034485597718467924
64.0625,0.04852166732502089
64.375,0.06860349991071883
64.6875,0.04465379323193047
65,0.035433120805257894
65.3125,0.035319983720268046
65.625,0.027082189719444767
65.9375,0.03587152700959355
66.25,0.04115361466505706
66.5625,0.025993245276417484
66.875,0.030695505371308024
67.1875,0.04421538702759482
67.5,0.047644854916349566
67.8125,0.040609142443543425
68.125,0.03969697469581278
68.4375,0.03907472072836861
68.75,0.031968297577443815
69.0625,0.029344931419241722
69.375,0.027633733008770273
69.6875,0.02318603135510689
70,0.0263185143957633
70.3125,0.02354665581351203
70.625,0.016913994205982216
70.9375,0.02300218359199839
71.25,0.026573072836990456
71.5625,0.026431651480753143
71.875,0.03736352231789717
72.1875,0.027485240584721102
72.5,0.01972120812729281
72.8125,0.03587152700959355
73.125,0.04399618392542698
73.4375,0.03324816085139146
73.75,0.01972120812729281
74.0625,0.024388112883124022
74.375,0.02701147904132611
74.6875,0.04118897000411639
75,0.030950063812535185
75.3125,0.031133911575643686
75.625,0.04199507173466906
75.9375,0.036599846994215694
76.25,0.027379174567543116
76.5625,0.043741625484199825
76.875,0.03503006993998156
77.1875,0.031091485168772495
77.5,0.02526492529179534
77.8125,0.017826161953712862
78.125,0.01728168973219922
78.4375,0.017352400410317874
78.75,0.024571960646232526
79.0625,0.019685852788233482
79.375,0.014764389591175112
79.6875,0.01760695885154503
80,0.024571960646232526
80.3125,0.02015961433162847
80.625,0.020194969670687794
80.9375,0.024204265120015517
81.25,0.03178444981433531
81.5625,0.053655262556435226
81.875,0.03372192239478645
82.1875,0.023511300474452705
82.5,0.05952424884028357
82.8125,0.08795701251179464
83.125,0.04010002556108911
83.4375,0.025625549750200483
83.75,0.03736352231789717
84.0625,0.026431651480753143
84.375,0.022379929624554228
84.6875,0.03127533293188099
85,0.042574899295242025
85.3125,0.023624437559442553
85.625,0.033170379105460945
85.9375,0.02452953423936133
86.25,0.016659435764755058
86.5625,0.025441701987091978
86.875,0.025441701987091978
87.1875,0.026028600615476814
87.5,0.023765858915679863
87.8125,0.020520238790033608
88.125,0.023256742033225548
88.4375,0.02715997146537529
88.75,0.027336748160671925
89.0625,0.02267691447265258
89.375,0.034082546853191585
89.6875,0.03714431921572934
90,0.02518714354586482
90.3125,0.029344931419241722
90.625,0.024678026663410506
90.9375,0.026170021971714124
91.25,0.033135023766401615
91.5625,0.024932585104637663
91.875,0.021870812742099913
92.1875,0.019685852788233482
92.5,0.013816866504385137
92.8125,0.02638922507388195
93.125,0.027117545058504097
93.4375,0.024098199102837538
93.75,0.015782623356083738
94.0625,0.011518769465528858
94.375,0.019791918805411465
94.6875,0.021248558774655753
95,0.018809040379562162
95.3125,0.014474475810888626
95.625,0.011448058787410204
95.9375,0.01071973880278806
96.25,0.016291740238538056
96.5625,0.027633733008770273
96.875,0.0276690883478296
97.1875,0.02704683438038544
97.5,0.04341635636485402
97.8125,0.04064449778260275
98.125,0.03842418248967699
98.4375,0.07108544471268362
98.75,0.10552861602428035
99.0625,0.32544589604110846
99.375,0.4227791444714367
99.6875,0.19108146548004074
100,0.10356285917258175
100.3125,0.06958637833656814
100.625,0.051434947263509466
100.9375,0.07691200458966077
101.25,0.07075310452552594
101.5625,0.042758747058350526
101.875,0.06058490901206339
102.1875,0.046697331829559596
102.5,0.03536241012713924
102.8125,0.04895300246154468
103.125,0.0518379981287858
103.4375,0.04852166732502089
103.75,0.03780192852223283
104.0625,0.02992475897981469
104.375,0.024932585104637663
104.6875,0.03127533293188099
105,0.040538431765424765
105.3125,0.04203042707372838
105.625,0.0480479057816259
105.9375,0.040538431765424765
106.25,0.04010002556108911
106.5625,0.03517856236403074
106.875,0.03484622217687306
107.1875,0.026976123702266788
107.5,0.02752059592378043
107.8125,0.022931472913879734
108.125,0.024932585104637663
108.4375,0.036819050096383525
108.75,0.042758747058350526
109.0625,0.026756920600098957
109.375,0.019028243481729993
109.6875,0.01862519261645366
110,0.02048488345097428
110.3125,0.01895753280361134
110.625,0.02146776187682358
110.9375,0.022238508268316918
111.25,0.01994041122946064
111.5625,0.014764389591175112
111.875,0.01315925719788165
112.1875,0.013816866504385137
112.5,0.01698470488410087
112.8125,0.01862519261645366
113.125,0.01826456815804852
113.4375,0.013887577182503793
113.75,0.01545735423673793
114.0625,0.0172039079862687
114.375,0.018186786412118
114.6875,0.0162210295604194
115,0.021036426740299787
115.3125,0.016843283527863562
115.625,0.031897586899325155
115.9375,0.04086370088477058
116.25,0.020230325009747124
116.5625,0.0170200602231602
116.875,0.013229967876000304
117.1875,0.01356230806315798
117.5,0.013633018741276634
117.8125,0.029196438995192545
118.125,0.032915820664233784
118.4375,0.010896515498084697
118.75,0.011264211024301701
119.0625,0.018186786412118
119.375,0.02212537118332707
119.6875,0.021177848096537097
120,0.019098954159848646
120.3125,0.018773685040502835
120.625,0.014432049404017435
120.9375,0.017536248173426378
121.25,0.0164048773235279
121.5625,0.019395939007946998
121.875,0.015167440456451443
122.1875,0.01545735423673793
122.5,0.012940054095713818
122.8125,0.01887975105768082
123.125,0.020668731214082782
123.4375,0.022712269811711906
123.75,0.019572715703243634
124.0625,0.02059802053596413
124.375,0.01184403858487467
124.6875,0.011518769465528858
125,0.013229967876000304
125.3125,0.014000714267493641
125.625,0.015344217151748081
125.9375,0.01808072039494002
126.25,0.01946664968606565
126.5625,0.020668731214082782
126.875,0.01848377126021635
127.1875,0.011009652583074545
127.5,0.018229212818989194
127.8125,0.031749094475275984
128.125,0.02259913272672206
128.4375,0.01946664968606565
128.75,0.021835457403040586
129.0625,0.020378817433796298
129.375,0.012176378772032348
129.6875,0.012791561671664642
130,0.01315925719788165
130.3125,0.009772215715998086
130.625,0.012360226535140849
130.9375,0.018335278836167177
131.25,0.018229212818989194
131.5625,0.020774797231260765
131.875,0.024055772695966347
132.1875,0.033934054429142414
132.5,0.03824033472656849
132.8125,0.012833988078535837
133.125,0.011412703448350877
133.4375,0.018335278836167177
133.75,0.02259913272672206
134.0625,0.02387899600066971
134.375,0.05555030873001517
134.6875,0.056717034918972974
135,0.024204265120015517
135.3125,0.026792275939158283
135.625,0.027852936110938108
135.9375,0.024861874426519007
136.25,0.025441701987091978
136.5625,0.025993245276417484
136.875,0.021397051198704924
137.1875,0.01479974493023444
137.5,0.017317045071258547
137.8125,0.021545543622754102
138.125,0.02566090508925981
138.4375,0.01840598951428583
138.75,0.020378817433796298
139.0625,0.0276690883478296
139.375,0.02635386973482262
139.6875,0.023695148237561206
140,0.017896872631831515
140.3125,0.020520238790033608
140.625,0.026099311293595467
140.9375,0.026170021971714124
141.25,0.021870812742099913
141.5625,0.03550383148337655
141.875,0.0345916637356459
142.1875,0.026573072836990456
142.5,0.027555951262839752
142.8125,0.020301035687865777
143.125,0.016072537136370225
143.4375,0.01662408042569573
143.75,0.017133197308150046
144.0625,0.019791918805411465
144.375,0.014325983386839452
144.6875,0.01760695885154503
145,0.021941523420218566
145.3125,0.015308861812688751
145.625,0.019098954159848646
145.9375,0.014870455608353093
146.25,0.009333809511662426
146.5625,0.01760695885154503
146.875,0.014545186489007282
147.1875,0.011045007922133872
147.5,0.008456997102991108
147.8125,0.0069225753878163
148.125,0.006194255403194156
148.4375,0.011412703448350877
148.75,0.01370372941939529
149.0625,0.009333809511662426
149.375,0.009772215715998086
149.6875,0.007474118677141806
150,0.009878281733176068
150.3125,0.00820243866176395
150.625,0.006307392488184004
150.9375,0.006597306268470488
151.25,0.007106423150924802
151.5625,0.005649783181680515
151.875,0.0069225753878163
152.1875,0.007106423150924802
152.5,0.006632661607529815
152.8125,0.008237794000823279
153.125,0.008273149339882605
153.4375,0.0069225753878163
153.75,0.007184204896855323
154.0625,0.005975052301026325
154.375,0.0064912402512925065
154.6875,0.00678115403157899
155,0.006378103166302659
155.3125,0.004447701653663383
155.625,0.004447701653663383
155.9375,0.004518412331782038
156.25,0.005105310960166872
156.5625,0.004850752518939716
156.875,0.0065619509294111604
157.1875,0.007325626253092631
157.5,0.006052834046956846
157.8125,0.005975052301026325
158.125,0.005289158723275375
158.4375,0.0077993877964876186
158.75,0.008824692629208113
159.0625,0.00820243866176395
159.375,0.004992173875177025
159.6875,0.004263853890554881
160,0.0062720371491246756
160.3125,0.006816509370638317
160.625,0.010132840174403225
160.9375,0.00864084486609961
161.25,0.010281332598452401
161.5625,0.009517657274770929
161.875,0.009878281733176068
162.1875,0.007834743135546945
162.5,0.005833630944789017
162.8125,0.005975052301026325
163.125,0.006710443353460336
163.4375,0.005614427842621186
163.75,0.007947880220536793
164.0625,0.010132840174403225
164.375,0.011448058787410204
164.6875,0.011737972567696688
165,0.010677312395916867
165.3125,0.014545186489007282
165.625,0.010316687937511728
165.9375,0.006307392488184004
166.25,0.00820243866176395
166.5625,0.010465180361560904
166.875,0.007184204896855323
167.1875,0.007106423150924802
167.5,0.008930758646386094
167.8125,0.009553012613830255
168.125,0.011412703448350877
168.4375,0.01071973880278806
168.75,0.007912524881477466
169.0625,0.006632661607529815
169.375,0.0049214631970583705
169.6875,0.0055012907576313394
170,0.007403407999023152
170.3125,0.009369164850721754
170.625,0.0069225753878163
170.9375,0.007947880220536793
171.25,0.010097484835343897
171.5625,0.008308504678941933
171.875,0.007983235559596121
172.1875,0.005579072503561859
172.5,0.00579827560572969
172.8125,0.008527707781109763
173.125,0.01192182033080519
173.4375,0.009948992411294722
173.75,0.01006212949628457
174.0625,0.007580184694319789
174.375,0.007657966440250309
174.6875,0.006342747827243331
175,0.006710443353460336
175.3125,0.006887220048756973
175.625,0.0070003571337468205
175.9375,0.006887220048756973
176.25,0.006307392488184004
176.5625,0.005176021638285528
176.875,0.0061235447250755
177.1875,0.007035712472806148
177.5,0.005105310960166872
177.8125,0.004596194077712558
178.125,0.004518412331782038
178.4375,0.004886107857999043
178.75,0.007947880220536793
179.0625,0.005868986283848344
179.375,0.0041931432124362265
179.6875,0.005833630944789017
180,0.004956818536117698
180.3125,0.0044123463146040565
180.625,0.0044123463146040565
180.9375,0.004157787873376899
181.25,0.0044123463146040565
181.5625,0.004808326112068523
181.875,0.01071973880278806
182.1875,0.013633018741276634
182.5,0.006526595590351834
182.8125,0.005579072503561859
183.125,0.002771858582251266
183.4375,0.0017465537495307722
183.75,0.0041931432124362265
184.0625,0.0038254476862192217
184.375,0.003026417023478423
184.6875,0.003860803025278549
185,0.004009295449327724
185.3125,0.0033870414818835625
185.625,0.004044650788387052
185.9375,0.003860803025278549
186.25,0.005027529214236353
186.5625,0.003860803025278549
186.875,0.004376990975544729
187.1875,0.0032102647865869254
187.5,0.0031324830406564055
187.8125,0.004044650788387052
188.125,0.0036840263299819124
