"DateTime","2RH","5RV","10RH","11RH","9RV","10RV","11RV","1RV"
"2026-02-19 00:42:00",0.30927,0.39576,0.12591,0.17535,0.11649,0.19304,0.09528,0.34984
"2026-02-19 01:42:00",0.31143,0.39329,0.10939,0.15678,0.11386,0.20688,0.0842,0.34331
"2026-02-19 02:42:00",0.31776,0.38607,0.12625,0.15712,0.10975,0.19025,0.08446,0.33875
"2026-02-19 03:42:00",0.32251,0.39045,0.12596,0.17164,0.1146,0.2235,0.08605,0.36272
"2026-02-19 04:42:00",0.32128,0.3921,0.10713,0.16313,0.11512,0.17938,0.08789,0.34656
"2026-02-19 05:42:00",0.32135,0.4002,0.14323,0.17561,0.1174,0.30704,0.09771,0.34031
"2026-02-19 06:42:00",0.30539,0.38059,0.123,0.17327,0.11241,0.21464,0.10239,0.3193
"2026-02-19 07:42:00",0.32237,0.38969,0.1286,0.16256,0.11373,0.2011,0.08477,0.33909
"2026-02-19 08:42:00",0.35022,0.3872,0.09782,0.17259,0.10709,0.14989,0.08134,0.342
"2026-02-19 09:42:00",0.33363,0.38472,0.12297,0.1778,0.11268,0.1968,0.08998,0.33689
"2026-02-19 10:42:00",0.35394,0.38908,0.12046,0.14428,0.11617,0.18331,0.07577,0.37453
"2026-02-19 11:42:00",0.30184,0.40977,0.13921,0.17663,0.12623,0.22549,0.09425,0.35429
"2026-02-19 12:42:00",0.27462,0.40529,0.14838,0.20635,0.11526,0.24006,0.11047,0.31327
"2026-02-19 13:42:00",0.31876,0.3967,0.1446,0.1849,0.1181,0.26802,0.10088,0.32773
"2026-02-19 14:42:00",0.38243,0.37656,0.11516,0.1718,0.10809,0.18867,0.0791,0.30517
"2026-02-19 15:42:00",0.33737,0.39603,0.11407,0.17843,0.11152,0.20034,0.0876,0.34647
"2026-02-19 16:42:00",0.31278,0.40538,0.12745,0.19321,0.11882,0.2075,0.09921,0.36975
"2026-02-19 17:42:00",0.2972,0.40163,0.11152,0.15009,0.11461,0.17416,0.07851,0.35052
"2026-02-19 18:42:00",0.29051,0.40349,0.15123,0.17102,0.10724,0.23123,0.09709,0.32158
"2026-02-19 19:42:00",0.30506,0.39586,0.12225,0.17687,0.10969,0.18208,0.10054,0.30414
"2026-02-19 20:42:00",0.27853,0.40652,0.1481,0.18391,0.11324,0.24155,0.09384,0.30787
"2026-02-19 21:42:00",0.31217,0.38745,0.12467,0.17582,0.1129,0.23828,0.09263,0.31308
"2026-02-19 22:42:00",0.29242,0.39747,0.15132,0.17847,0.11051,0.23599,0.08205,0.27604
"2026-02-19 23:42:00",0.29352,0.40579,0.21439,0.1897,0.12039,0.28554,0.09297,0.24753
"2026-02-20 00:42:00",0.30441,0.4049,0.12874,0.16158,0.11128,0.24176,0.08353,0.25369
"2026-02-20 01:42:00",0.34699,0.39422,0.11753,0.1577,0.10562,0.18523,0.07989,0.30301
"2026-02-20 02:42:00",0.32818,0.39445,0.1131,0.17141,0.10865,0.16135,0.08435,0.3364
"2026-02-20 03:42:00",0.34088,0.38669,0.11494,0.16175,0.11037,0.16602,0.0923,0.3254
"2026-02-20 04:42:00",0.33294,0.39072,0.10112,0.15478,0.10478,0.17741,0.08647,0.3092
"2026-02-20 05:42:00",0.31939,0.39718,0.13151,0.17194,0.10799,0.21083,0.09403,0.29321
"2026-02-20 06:42:00",0.32038,0.37875,0.10611,0.12872,0.10792,0.18207,0.07834,0.27831
"2026-02-20 07:42:00",0.35309,0.39395,0.13373,0.17507,0.11242,0.2273,0.09702,0.30463
"2026-02-20 08:42:00",0.3582,0.38078,0.12489,0.18144,0.10733,0.2174,0.08879,0.3372
"2026-02-20 08:42:00",,,0.12489,,,,,
"2026-02-20 09:42:00",0.33054,0.39756,0.12851,0.16796,0.1104,0.24377,0.07637,0.3341
"2026-02-20 10:42:00",0.32312,0.39488,0.11367,0.14426,0.10877,0.21305,0.08865,0.3581
"2026-02-20 11:42:00",0.28481,0.40097,0.13193,0.15839,0.11019,0.19416,0.09026,0.31186
"2026-02-20 12:42:00",0.32461,0.39933,0.10892,0.15409,0.1102,0.18302,0.08427,0.33579
"2026-02-20 13:42:00",0.32314,0.40063,0.1478,0.20459,0.11783,0.26312,0.1128,0.37339
"2026-02-20 14:42:37",0.30059,0.41217,0.12919,0.16467,0.1138,0.25239,0.09648,0.358
"2026-02-20 14:42:37",,,,,,,,0.358
"2026-02-20 15:42:00",0.29346,0.40941,0.1096,0.14518,0.10273,0.17914,0.07327,0.33432
"2026-02-20 16:42:00",0.29455,0.40342,0.13873,0.19348,0.10869,0.21855,0.08774,0.35511
"2026-02-20 17:42:00",0.2898,0.39233,0.14042,0.2023,0.11254,0.24468,0.10244,0.35306
"2026-02-20 18:42:00",0.29484,0.40374,0.12556,0.15469,0.10705,0.19385,0.07432,0.35099
"2026-02-20 19:42:00",0.30921,0.41006,0.13115,0.14018,0.11457,0.23774,0.07479,0.36207
"2026-02-20 20:42:00",0.27702,0.40848,0.14001,0.17163,0.11544,0.24217,0.09959,0.36035
"2026-02-20 21:42:00",0.2868,0.40432,0.14464,0.18261,0.1107,0.29424,0.08573,0.34046
"2026-02-20 22:42:00",0.24749,0.39634,0.13093,0.17043,0.11692,0.19444,0.08246,0.25248
"2026-02-20 23:42:00",0.28681,0.3935,0.15045,0.20385,0.11372,0.23511,0.10333,0.23515
"2026-02-21 00:42:00",0.34706,0.39347,0.10747,0.15527,0.10597,0.17,0.07168,0.25921
"2026-02-21 00:42:00",,,0.10747,,,,,
"2026-02-21 01:42:00",0.3737,0.3919,0.12791,0.17555,0.1061,0.20382,0.10267,0.30375
"2026-02-21 02:42:00",0.32976,0.38908,0.10982,0.13967,0.10415,0.17723,0.06735,0.29457
"2026-02-21 03:42:00",0.29866,0.38197,0.10267,0.15393,0.11007,0.18464,0.08034,0.26604
"2026-02-21 04:42:00",0.35037,0.39169,0.13694,0.15774,0.1083,0.24665,0.07571,0.28767
"2026-02-21 05:42:00",0.31301,0.3931,0.14413,0.1502,0.11297,0.24465,0.08294,0.27371
"2026-02-21 06:42:00",0.31849,0.38942,0.13443,0.16782,0.11142,0.19699,0.085,0.25642
"2026-02-21 07:42:00",0.3514,0.39405,0.10965,0.15571,0.10941,0.18902,0.08365,0.26947
"2026-02-21 08:42:00",0.35601,0.38685,0.11729,0.15085,0.10571,0.1663,0.07201,0.28813
"2026-02-21 09:42:00",0.34183,0.39225,0.15141,0.19117,0.11472,0.25835,0.09758,0.2995
"2026-02-21 10:42:00",0.3365,0.39694,0.11755,0.17928,0.11301,0.17883,0.0917,0.28853
"2026-02-21 11:42:00",0.31707,0.40427,0.10948,0.16647,0.11047,0.17526,0.08163,0.28491
"2026-02-21 11:42:00",,0.40427,,,,,,
"2026-02-21 12:42:00",0.34156,0.40513,0.10846,0.18175,0.11592,0.17495,0.09652,0.32184
"2026-02-21 12:42:00",,0.40513,,,,,,
"2026-02-21 13:42:00",0.31959,0.40787,0.13845,0.16415,0.11727,0.17767,0.08489,0.33581
"2026-02-21 14:42:00",0.30849,0.4063,0.11681,0.16908,0.1093,0.22103,0.08544,0.34198
"2026-02-21 15:42:00",0.28884,0.42042,0.14008,0.17398,0.11372,0.20728,0.08504,0.31632
"2026-02-21 16:42:00",0.27828,0.40386,0.13784,0.18791,0.11071,0.20192,0.09452,0.31191
"2026-02-21 17:42:00",0.28091,0.41891,0.14703,0.19034,0.11399,0.21916,0.08753,0.3251
"2026-02-21 18:42:00",0.28089,0.4062,0.14195,0.1539,0.11138,0.20451,0.08903,0.33549
"2026-02-21 19:42:00",0.2899,0.40287,0.13804,0.16765,0.11417,0.22997,0.10833,0.34339
"2026-02-21 19:42:00",,,0.13804,,,,,
"2026-02-21 20:42:00",0.2917,0.39667,0.15808,0.18989,0.11451,0.25316,0.11929,0.3396
"2026-02-21 20:42:00",0.2917,,,,,,,
"2026-02-21 21:42:00",0.31001,0.39963,0.10858,0.14666,0.10414,0.17096,0.06978,0.3504
"2026-02-21 22:42:00",0.30323,0.39402,0.12104,0.17673,0.11118,0.17687,0.09833,0.3328
"2026-02-21 22:42:00",,,0.12104,,,,,
"2026-02-21 23:42:00",0.31748,0.39873,0.12327,0.16269,0.112,0.21424,0.09276,0.35551
"2026-02-22 00:42:00",0.29967,0.39976,0.13749,0.15896,0.11833,0.23763,0.08357,0.33588
"2026-02-22 01:42:00",0.27691,0.40959,0.11796,0.17948,0.10884,0.20754,0.08895,0.34113
"2026-02-22 02:42:00",0.3155,0.40027,0.11552,0.16547,0.11058,0.18141,0.0934,0.36089
"2026-02-22 03:42:00",0.31272,0.39413,0.10229,0.1756,0.11022,0.15385,0.0829,0.35381
"2026-02-22 03:42:00",,0.39413,,,,,,
"2026-02-22 04:42:00",0.28449,0.39595,0.10796,0.13973,0.10495,0.17311,0.07024,0.34941
"2026-02-22 05:42:00",0.26392,0.40907,0.14021,0.19668,0.1144,0.22211,0.09796,0.33354
"2026-02-22 06:42:00",0.27502,0.40643,0.13673,0.21173,0.11896,0.22408,0.09936,0.29204
"2026-02-22 07:42:00",0.32679,0.38656,0.14392,0.2055,0.11382,0.24764,0.10874,0.25899
"2026-02-22 08:42:00",0.33296,0.39292,0.11274,0.15116,0.10641,0.18775,0.08463,0.24428
"2026-02-22 08:42:00",,0.39292,0.11274,,,,,
"2026-02-22 09:42:00",0.35784,0.39365,0.1185,0.14907,0.11304,0.17627,0.09589,0.3232
"2026-02-22 10:42:00",0.33247,0.40807,0.12639,0.14725,0.11037,0.18847,0.07556,0.37276
"2026-02-22 11:42:10",0.28132,0.41592,0.17164,0.16809,0.12111,0.31002,0.10763,0.35296
"2026-02-22 12:43:31",0.30558,0.40955,0.10634,0.15039,0.10599,0.17949,0.07533,0.35242
"2026-02-22 13:42:00",0.28278,0.41519,0.12759,0.15202,0.11108,0.21356,0.09104,0.35276
"2026-02-22 13:42:00",,0.41519,,,,,,
"2026-02-22 14:42:00",0.27002,0.4219,0.13797,0.1903,0.1128,0.22942,0.08829,0.328
"2026-02-22 15:42:00",0.27631,0.42351,0.13549,0.1718,0.11301,0.19173,0.10052,0.31466
"2026-02-22 16:42:00",0.27433,0.42409,0.11858,0.14203,0.11013,0.20671,0.08445,0.32784
"2026-02-22 17:42:00",0.26768,0.42896,0.13323,0.1821,0.11253,0.20117,0.09576,0.30941
"2026-02-22 17:42:00",,,0.13323,,,,,
"2026-02-22 18:42:00",0.26949,0.41285,0.13816,0.18165,0.11952,0.19667,0.09255,0.31838
"2026-02-22 19:42:00",0.28715,0.35989,0.12597,0.17062,0.12204,0.19579,0.09829,0.33341
"2026-02-22 19:42:00",0.28715,0.35989,,,,,,
"2026-02-22 20:42:00",0.03053,0.00534,0.01031,0.00766,0.01827,0.00483,0.01328,0.0132
"2026-02-22 21:42:00",0.03868,0.00649,0.01619,0.01059,0.00834,0.00539,0.01619,0.0447
"2026-02-22 22:42:00",0.0163,0.005,0.00956,0.008,0.00722,0.00701,0.00885,0.0234
"2026-02-22 23:42:00",0.02951,0.0241,0.0128,0.00957,0.01199,0.00553,0.01061,0.03824
"2026-02-23 00:42:00",0.48764,0.31351,0.14601,0.18512,0.1232,0.26971,0.11401,0.13196
"2026-02-23 01:42:00",0.67049,0.33517,0.13971,0.25769,0.108,0.23429,0.13302,0.13224
"2026-02-23 02:42:00",0.62539,0.34524,0.14248,0.22732,0.11397,0.2122,0.10973,0.17142
"2026-02-23 03:42:00",0.58593,0.34672,0.12261,0.16732,0.11174,0.18387,0.08616,0.21497
"2026-02-23 04:42:00",0.49435,0.35332,0.15368,0.17728,0.11906,0.20458,0.08905,0.20832
"2026-02-23 05:42:00",0.54402,0.34979,0.14577,0.17176,0.11097,0.2469,0.08292,0.21721
"2026-02-23 06:42:00",0.56301,0.34497,0.12454,0.16486,0.10775,0.22318,0.07455,0.2738
"2026-02-23 07:42:00",0.5217,0.3475,0.12856,0.18477,0.11226,0.2039,0.08589,0.26355
"2026-02-23 08:42:00",0.45814,0.35739,0.13016,0.17966,0.1241,0.21059,0.09102,0.21194
"2026-02-23 09:42:00",0.53034,0.33814,0.12208,0.14282,0.11245,0.23671,0.07656,0.22293
"2026-02-23 09:42:00",,,0.12208,,,,,
"2026-02-23 10:42:00",0.56269,0.35049,0.12996,0.19681,0.11166,0.21391,0.0958,0.27727
"2026-02-23 11:42:00",0.50957,0.35819,0.1404,0.17804,0.11887,0.23987,0.09328,0.23677
"2026-02-23 12:42:00",0.47631,0.36125,0.17972,0.20791,0.12198,0.22372,0.09384,0.21365
"2026-02-23 13:42:00",0.45171,0.37248,0.17406,0.18115,0.12183,0.2823,0.08574,0.19847
"2026-02-23 14:42:00",0.49725,0.36115,0.10447,0.14474,0.10835,0.20922,0.06601,0.21424
"2026-02-23 15:42:00",0.43477,0.36965,0.16546,0.16149,0.11954,0.19874,0.07004,0.1861
"2026-02-23 16:42:00",0.4664,0.36892,0.11979,0.1997,0.11954,0.22099,0.10191,0.20565
"2026-02-23 17:42:00",0.46968,0.36447,0.14085,0.17098,0.11621,0.19748,0.0758,0.19448
"2026-02-23 18:42:00",0.46076,0.36291,0.13123,0.18155,0.12058,0.21107,0.09241,0.17146
"2026-02-23 19:42:00",0.45481,0.3691,0.13077,0.15384,0.11474,0.2228,0.07265,0.19214
"2026-02-23 19:42:00",,,0.13077,,,,,
"2026-02-23 20:42:00",0.44399,0.35974,0.1268,0.1659,0.11244,0.23827,0.08224,0.2172
"2026-02-23 21:42:00",0.4241,0.36599,0.16094,0.16486,0.12481,0.22453,0.08451,0.2356
"2026-02-23 22:42:00",0.47781,0.35224,0.12231,0.20554,0.11634,0.23039,0.11341,0.26292
"2026-02-23 23:42:00",0.452,0.35258,0.12276,0.19047,0.11189,0.22705,0.09186,0.2249
"2026-02-23 23:42:00",,,0.12276,,,,,
"2026-02-24 00:42:00",0.43221,0.35395,0.14871,0.17565,0.1163,0.24552,0.08472,0.23734
"2026-02-24 01:42:00",0.44697,0.35463,0.10541,0.12723,0.10888,0.20283,0.06641,0.24487
"2026-02-24 02:42:00",0.4109,0.35856,0.17235,0.19574,0.12396,0.23396,0.10125,0.22063
"2026-02-24 03:42:00",0.43739,0.35733,0.13074,0.17068,0.11263,0.21352,0.07995,0.19862
"2026-02-24 04:42:00",0.43175,0.36468,0.12821,0.15663,0.11641,0.17709,0.07831,0.18182
"2026-02-24 05:42:00",0.43689,0.35799,0.18647,0.19026,0.12447,0.27841,0.11174,0.16686
"2026-02-24 06:42:00",0.4216,0.36457,0.14127,0.18414,0.12643,0.24204,0.09457,0.14689
"2026-02-24 07:42:00",0.53983,0.35075,0.12827,0.17347,0.10823,0.17496,0.08608,0.20776
"2026-02-24 07:42:00",,,0.12827,,,,,
"2026-02-24 08:42:00",0.48863,0.35264,0.11775,0.13496,0.10721,0.19383,0.0697,0.25233
"2026-02-24 08:42:00",,,0.11775,,,,,
"2026-02-24 09:43:05",0.41025,0.36119,0.11618,0.14486,0.11546,0.17485,0.07108,0.22476
"2026-02-24 10:42:00",0.44318,0.3594,0.16953,0.18887,0.12305,0.25274,0.09421,0.21802
"2026-02-24 11:42:00",0.02469,0.00864,0.01112,0.01508,0.01924,0.0113,0.01399,0.03045
"2026-02-24 11:42:00",,,,,,,0.01399,
"2026-02-24 12:42:00",0.0431,0.00957,0.01687,0.01322,0.03095,0.00887,0.01937,0.05719
"2026-02-24 13:42:00",0.20086,0.35287,0.21181,0.21609,0.13559,0.35564,0.10985,0.13511
"2026-02-24 14:42:00",0.39748,0.3256,0.16154,0.17209,0.11944,0.26112,0.09539,0.1333
"2026-02-24 15:02:19",0.40676,0.32818,0.10803,0.1614,0.10889,0.18013,0.08181,0.23237
"2026-02-24 16:04:00",0.35794,0.34038,0.13998,0.17853,0.10879,0.22042,0.08205,0.22728
"2026-02-24 17:04:00",0.32429,0.37828,0.13742,0.19419,0.11186,0.22918,0.10246,0.21207
"2026-02-24 18:04:00",0.33745,0.3665,0.11196,0.19707,0.10678,0.202,0.09652,0.20443
"2026-02-24 18:04:00",,,0.11196,,,,,
"2026-02-24 19:04:00",0.32017,0.37112,0.14704,0.16883,0.11774,0.22349,0.09113,0.19902
"2026-02-24 20:04:00",0.33952,0.36874,0.1519,0.19227,0.1187,0.24137,0.09273,0.20468
