"Frequency (HZ)","5RV 2026-06-10 10:04:00"
0,0.33388875100847587
1.5625,0.00009899494936611664
3.125,0.00011313708498984761
4.6875,0.00022627416997969522
6.25,0.0008061017305526641
7.8125,0.0004808326112068523
9.375,0.0002474873734152916
10.9375,0.00016263455967290594
12.5,0.0000848528137423857
14.0625,0.00004949747468305832
15.625,0.00007071067811865475
17.1875,0.0000848528137423857
18.75,0.00006363961030678928
20.3125,0.00006363961030678928
21.875,0.0000848528137423857
23.4375,0.00004949747468305832
25,0.00007071067811865475
26.5625,0.00004242640687119285
28.125,0.00004949747468305832
29.6875,0.00004949747468305832
31.25,0.00004949747468305832
32.8125,0.00004242640687119285
34.375,0.00009192388155425117
35.9375,0.00006363961030678928
37.5,0.00013435028842544402
39.0625,0.00022627416997969522
40.625,0.0000848528137423857
42.1875,0.0000848528137423857
43.75,0.00013435028842544402
45.3125,0.00009192388155425117
46.875,0.00007071067811865475
48.4375,0.00004242640687119285
50,0.0007919595949289331
51.5625,0.000021213203435596424
53.125,0.000028284271247461902
54.6875,0.00006363961030678928
56.25,0.00007071067811865475
57.8125,0.00004949747468305832
59.375,0.000028284271247461902
60.9375,0.000028284271247461902
62.5,0.000028284271247461902
64.0625,0.000028284271247461902
65.625,0.000021213203435596424
67.1875,0.000028284271247461902
68.75,0.00004242640687119285
70.3125,0.00004242640687119285
71.875,0.00004242640687119285
73.4375,0.00004242640687119285
75,0.000028284271247461902
76.5625,0.0000070710678118654756
78.125,0.0000070710678118654756
79.6875,0.00004949747468305832
81.25,0.00004242640687119285
82.8125,0.000028284271247461902
84.375,0.00004949747468305832
85.9375,0.00004242640687119285
87.5,0.000028284271247461902
89.0625,0.00004949747468305832
90.625,0.000021213203435596424
92.1875,0.000028284271247461902
93.75,0.00007071067811865475
95.3125,0.00004949747468305832
96.875,0.00004949747468305832
98.4375,0.00006363961030678928
100,0.000028284271247461902
101.5625,0.00004242640687119285
103.125,0.000028284271247461902
104.6875,0.000021213203435596424
106.25,0.00006363961030678928
107.8125,0.000021213203435596424
109.375,0.00004242640687119285
110.9375,0.000021213203435596424
112.5,0.00004949747468305832
114.0625,0.00009192388155425117
115.625,0.00004242640687119285
117.1875,0.00004242640687119285
118.75,0.00004242640687119285
120.3125,0.000021213203435596424
121.875,0.00004949747468305832
123.4375,0.000028284271247461902
125,0.000021213203435596424
126.5625,0.000021213203435596424
128.125,0.00004242640687119285
129.6875,0.000028284271247461902
131.25,0.0000070710678118654756
132.8125,0.000021213203435596424
134.375,0.000028284271247461902
135.9375,0.0000070710678118654756
137.5,0.000021213203435596424
139.0625,0.000021213203435596424
140.625,0.000028284271247461902
142.1875,0.000021213203435596424
143.75,0.000021213203435596424
145.3125,0.000021213203435596424
146.875,0.000021213203435596424
148.4375,0.000021213203435596424
150,0.0004384062043356594
151.5625,0.000021213203435596424
153.125,0.00004242640687119285
154.6875,0.000021213203435596424
156.25,0.000021213203435596424
157.8125,0.000028284271247461902
159.375,0.0000070710678118654756
160.9375,0.000021213203435596424
162.5,0.000028284271247461902
164.0625,0.0000070710678118654756
165.625,0.000028284271247461902
167.1875,0.000021213203435596424
168.75,0.000028284271247461902
170.3125,0.000028284271247461902
171.875,0.000021213203435596424
173.4375,0.00004949747468305832
175,0.00004949747468305832
176.5625,0.000028284271247461902
178.125,0.000021213203435596424
179.6875,0.000021213203435596424
181.25,0.000021213203435596424
182.8125,0.000021213203435596424
184.375,0.000021213203435596424
185.9375,0.000021213203435596424
187.5,0.000028284271247461902
189.0625,0.000021213203435596424
190.625,0.000021213203435596424
192.1875,0.000021213203435596424
193.75,0.0000070710678118654756
195.3125,0.000021213203435596424
196.875,0.000021213203435596424
198.4375,0.000021213203435596424
200,0.000021213203435596424
201.5625,0.000021213203435596424
203.125,0.000021213203435596424
204.6875,0.000021213203435596424
206.25,0.000028284271247461902
207.8125,0.000021213203435596424
209.375,0.000021213203435596424
210.9375,0.000021213203435596424
212.5,0.000021213203435596424
214.0625,0.000021213203435596424
215.625,0.000021213203435596424
217.1875,0.000021213203435596424
218.75,0.000021213203435596424
220.3125,0.000021213203435596424
221.875,0.000021213203435596424
223.4375,0.0000070710678118654756
225,0.000021213203435596424
226.5625,0.000021213203435596424
228.125,0.000021213203435596424
229.6875,0.000021213203435596424
231.25,0.000021213203435596424
232.8125,0.000021213203435596424
234.375,0.000021213203435596424
235.9375,0.000021213203435596424
237.5,0.000021213203435596424
239.0625,0.000028284271247461902
240.625,0.000021213203435596424
242.1875,0.000021213203435596424
243.75,0.0000070710678118654756
245.3125,0.0000070710678118654756
246.875,0.000021213203435596424
248.4375,0.000021213203435596424
250,0.00013435028842544402
251.5625,0.000021213203435596424
253.125,0.000021213203435596424
254.6875,0.0000070710678118654756
256.25,0.0000070710678118654756
257.8125,0.0000070710678118654756
259.375,0.0000070710678118654756
260.9375,0.000021213203435596424
262.5,0.0000070710678118654756
264.0625,0.000021213203435596424
265.625,0.000021213203435596424
267.1875,0.0000070710678118654756
268.75,0.000021213203435596424
270.3125,0.000021213203435596424
271.875,0.0000070710678118654756
273.4375,0.0000070710678118654756
275,0.0000070710678118654756
276.5625,0.0000070710678118654756
278.125,0.000021213203435596424
279.6875,0.000021213203435596424
281.25,0.0000070710678118654756
282.8125,0.000021213203435596424
284.375,0.000021213203435596424
285.9375,0.000021213203435596424
287.5,0.000021213203435596424
289.0625,0.000021213203435596424
290.625,0.0000070710678118654756
292.1875,0.000021213203435596424
293.75,0.0000070710678118654756
295.3125,0.0000070710678118654756
296.875,0.0000070710678118654756
298.4375,0.000021213203435596424
300,0.000021213203435596424
301.5625,0.000021213203435596424
303.125,0.000021213203435596424
304.6875,0.0000070710678118654756
306.25,0.0000070710678118654756
307.8125,0.0000070710678118654756
309.375,0.0000070710678118654756
310.9375,0.000021213203435596424
312.5,0.000021213203435596424
314.0625,0.000021213203435596424
315.625,0.000021213203435596424
317.1875,0.0000070710678118654756
318.75,0.0000070710678118654756
320.3125,0.000021213203435596424
321.875,0.000021213203435596424
323.4375,0.0000070710678118654756
325,0.000021213203435596424
326.5625,0.0000070710678118654756
328.125,0.000021213203435596424
329.6875,0.0000070710678118654756
331.25,0.0000070710678118654756
332.8125,0.0000070710678118654756
334.375,0.0000070710678118654756
335.9375,0.000021213203435596424
337.5,0.0000070710678118654756
339.0625,0
340.625,0.000021213203435596424
342.1875,0.000021213203435596424
343.75,0.0000070710678118654756
345.3125,0.000021213203435596424
346.875,0.000021213203435596424
348.4375,0.000021213203435596424
350,0.0001414213562373095
351.5625,0.0000070710678118654756
353.125,0.0000070710678118654756
354.6875,0.000021213203435596424
356.25,0.000028284271247461902
357.8125,0.000021213203435596424
359.375,0.0000070710678118654756
360.9375,0.000021213203435596424
362.5,0.000021213203435596424
364.0625,0.0000070710678118654756
365.625,0.0000070710678118654756
367.1875,0.0000070710678118654756
368.75,0.000021213203435596424
370.3125,0.0000070710678118654756
371.875,0.0000070710678118654756
373.4375,0.000021213203435596424
375,0.000021213203435596424
376.5625,0.000021213203435596424
378.125,0.000021213203435596424
379.6875,0.000021213203435596424
381.25,0.000021213203435596424
382.8125,0.0000070710678118654756
384.375,0.000021213203435596424
385.9375,0.0000070710678118654756
387.5,0.0000070710678118654756
389.0625,0.0000070710678118654756
390.625,0.000021213203435596424
392.1875,0.0000070710678118654756
393.75,0.0000070710678118654756
395.3125,0.0000070710678118654756
396.875,0
398.4375,0.0000070710678118654756
400,0.0000070710678118654756
401.5625,0.0000070710678118654756
403.125,0.0000070710678118654756
404.6875,0.000021213203435596424
406.25,0.000021213203435596424
407.8125,0.000021213203435596424
409.375,0.000021213203435596424
410.9375,0.000021213203435596424
412.5,0.000021213203435596424
414.0625,0.0000070710678118654756
415.625,0.0000070710678118654756
417.1875,0.0000070710678118654756
418.75,0.000021213203435596424
420.3125,0.0000070710678118654756
421.875,0.0000070710678118654756
423.4375,0.0000070710678118654756
425,0.0000070710678118654756
426.5625,0.0000070710678118654756
428.125,0.0000070710678118654756
429.6875,0.0000070710678118654756
431.25,0.0000070710678118654756
432.8125,0.000021213203435596424
434.375,0.0000070710678118654756
435.9375,0.000021213203435596424
437.5,0.0000070710678118654756
439.0625,0.0000070710678118654756
440.625,0.0000070710678118654756
442.1875,0.0000070710678118654756
443.75,0.000021213203435596424
445.3125,0.0000070710678118654756
446.875,0.0000070710678118654756
448.4375,0.000021213203435596424
450,0.00009192388155425117
451.5625,0.000021213203435596424
453.125,0.0000070710678118654756
454.6875,0.0000070710678118654756
456.25,0.0000070710678118654756
457.8125,0.0000070710678118654756
459.375,0.000021213203435596424
460.9375,0.0000070710678118654756
462.5,0.0000070710678118654756
464.0625,0.0000070710678118654756
465.625,0.0000070710678118654756
467.1875,0.0000070710678118654756
468.75,0.0000070710678118654756
470.3125,0.0000070710678118654756
471.875,0.000021213203435596424
473.4375,0.0000070710678118654756
475,0.0000070710678118654756
476.5625,0.000021213203435596424
478.125,0.0000070710678118654756
479.6875,0.000021213203435596424
481.25,0.0000070710678118654756
482.8125,0.0000070710678118654756
484.375,0.0000070710678118654756
485.9375,0.0000070710678118654756
487.5,0.0000070710678118654756
489.0625,0.0000070710678118654756
490.625,0.0000070710678118654756
492.1875,0.000021213203435596424
493.75,0.0000070710678118654756
495.3125,0.0000070710678118654756
496.875,0.0000070710678118654756
498.4375,0.0000070710678118654756
500,0.0000070710678118654756
501.5625,0.0000070710678118654756
503.125,0.0000070710678118654756
504.6875,0.0000070710678118654756
506.25,0.000021213203435596424
507.8125,0.000021213203435596424
509.375,0.0000070710678118654756
510.9375,0.0000070710678118654756
512.5,0.0000070710678118654756
514.0625,0.0000070710678118654756
515.625,0.0000070710678118654756
517.1875,0.0000070710678118654756
518.75,0.0000070710678118654756
520.3125,0.0000070710678118654756
