"Frequency (HZ)","11RH 2026-06-10 10:02:00"
0,1.225090782676941
1.5625,0.43676571660330665
3.125,0.2583909599811882
4.6875,0.2386485386504598
6.25,0.13317649116867436
7.8125,0.10782671306313661
9.375,0.10120819359123054
10.9375,0.08767416979932002
12.5,0.06946617018376643
14.0625,0.05526039494972868
15.625,0.057169583258932365
17.1875,0.055034120779748986
18.75,0.03548261827994095
20.3125,0.06337090972993839
21.875,0.048415601307842906
23.4375,0.03391284122570682
25,0.030136891014170653
26.5625,0.022620345930157652
28.125,0.02329209737228487
29.6875,0.03966869042456531
31.25,0.03454923732877471
32.8125,0.023178960287295023
34.375,0.022846620100137348
35.9375,0.01600182645825157
37.5,0.015556349186104044
39.0625,0.027216540007870216
40.625,0.03768879143724298
42.1875,0.024006275221283287
43.75,0.025123503935558032
45.3125,0.02882874346897554
46.875,0.023631508627254414
48.4375,0.015103800846144655
50,0.04288602627896411
51.5625,0.013647160876900367
53.125,0.021382909063081195
54.6875,0.03020760169228931
56.25,0.03420982607380517
57.8125,0.015556349186104044
59.375,0.018809040379562162
60.9375,0.01487752667616496
62.5,0.011476343058657667
64.0625,0.014283556979968259
65.625,0.01626345596729059
67.1875,0.009086322138247135
68.75,0.01678671498536864
70.3125,0.016114963543241417
71.875,0.009008540392316614
73.4375,0.016150318882300743
75,0.013237038943812169
76.5625,0.009644936495384508
78.125,0.008789337290148785
79.6875,0.012897627688842625
81.25,0.01588868937326172
82.8125,0.014771460658986976
84.375,0.013534023791910519
85.9375,0.010691454531540598
87.5,0.012303657992645925
89.0625,0.009835855326304876
90.625,0.008301433611130067
92.1875,0.011066221125569469
93.75,0.01170261722863736
95.3125,0.012042028483606904
96.875,0.012042028483606904
98.4375,0.009835855326304876
100,0.007474118677141806
101.5625,0.011737972567696688
103.125,0.009086322138247135
104.6875,0.007254915574973977
106.25,0.008789337290148785
107.8125,0.017684740597475553
109.375,0.010507606768432095
110.9375,0.00706399674405361
112.5,0.015817978695143068
114.0625,0.006950859659063762
115.625,0.010804591616530445
117.1875,0.010245977259393073
118.75,0.00960958115632518
120.3125,0.009644936495384508
121.875,0.007962022356160524
123.4375,0.004822468247692254
125,0.0044123463146040565
126.5625,0.011815754313627207
128.125,0.013534023791910519
129.6875,0.011928891398617055
131.25,0.011440987719598339
132.8125,0.004751757569573599
134.375,0.004638620484583751
135.9375,0.0033304729393886386
137.5,0.005161879502661797
139.0625,0.009871210665364203
140.625,0.006880148980945107
142.1875,0.004447701653663383
143.75,0.017458466427495857
145.3125,0.006618519471906084
146.875,0.010691454531540598
148.4375,0.00743876333808248
150,0.02198394982708976
151.5625,0.01132785063460849
153.125,0.00743876333808248
154.6875,0.010097484835343897
156.25,0.005642712113868648
157.8125,0.009234814562296311
159.375,0.004483056992722711
160.9375,0.005946768029778865
162.5,0.007700392847121503
164.0625,0.006095260453828038
165.625,0.010245977259393073
167.1875,0.006130615792887367
168.75,0.004970960671741429
170.3125,0.007177133829043457
171.875,0.005119453095790603
173.4375,0.007368052659963825
175,0.005013387078612622
176.5625,0.009941921343482858
178.125,0.005232590180780452
179.6875,0.004900249993622774
181.25,0.008598418459228417
182.8125,0.0054588643507601465
184.375,0.007700392847121503
185.9375,0.006470027047856909
187.5,0.007665037508062175
189.0625,0.007848885271170678
190.625,0.004638620484583751
192.1875,0.004638620484583751
193.75,0.006802367235014587
195.3125,0.004376990975544729
196.875,0.007700392847121503
198.4375,0.008746910883277594
200,0.005494219689819474
201.5625,0.003365828278447966
203.125,0.0057204938597991695
204.6875,0.005275016587651644
