"Frequency (HZ)","8RV 2025-07-10 10:44:00"
0,0.004341635636485402
0.3125,0.0025102290732122437
0.625,0.00029698484809834993
0.9375,0.0005232590180780451
1.25,0.0015697770542341355
1.5625,0.02935907355486545
1.875,0.07388558756618234
2.1875,0.09572104496922293
2.5,0.11346942517700527
2.8125,0.12167186383876923
3.125,0.07411186173616204
3.4375,0.07613418713035557
3.75,0.07695443099653196
4.0625,0.07081674413583273
4.375,0.04654883940551042
4.6875,0.06950859659063761
5,0.12886313980343642
5.3125,0.13155721663975714
5.625,0.11496849155312076
5.9375,0.13777268524638692
6.25,0.1318966278947267
6.5625,0.15406442548492497
6.875,0.19009151598637958
7.1875,0.12039907163263344
7.5,0.49661523456293605
7.8125,0.7891665231432463
8.125,0.3179434930927192
8.4375,0.061525361031041496
8.75,0.0857932657613638
9.0625,0.10695697172227718
9.375,0.09410884150811762
9.6875,0.07515837977231812
10,0.08621045876226387
10.3125,0.0794646600697442
10.625,0.0631022091530875
10.9375,0.10118698038779494
11.25,0.14889547491445132
11.5625,0.141972899526635
11.875,0.08047582276684097
12.1875,0.08463361064021788
12.5,0.08624581410132319
12.8125,0.12002430503860458
13.125,0.09508464886615504
13.4375,0.10069907670877623
13.75,0.14447605753203538
14.0625,0.1519713894126128
14.375,0.1200596603776639
14.6875,0.13062383568859093
15,0.0801010561728121
15.3125,0.07579477587538602
15.625,0.08193953380389712
15.9375,0.08864290608954559
16.25,0.06871663699570868
16.5625,0.0631022091530875
16.875,0.04325372180518111
17.1875,0.06033035057083622
17.5,0.0567736034614679
17.8125,0.05819488809165286
18.125,0.09504222245928384
18.4375,0.07583720228225721
18.75,0.04048186322292985
19.0625,0.049433835072751536
19.375,0.04557303204747298
19.6875,0.057035232970506916
20,0.059057558364700447
20.3125,0.06478512329231148
20.625,0.08317697067097359
20.9375,0.07527151685730799
21.25,0.09190266835081558
21.5625,0.0759856947063064
21.875,0.06733070770458305
22.1875,0.0530259375211792
22.5,0.055352318831282936
22.8125,0.0687944187416392
23.125,0.10040209186067788
23.4375,0.08283755941600404
23.75,0.06141929501386352
24.0625,0.07148849557795994
24.375,0.06860349991071883
24.6875,0.046845824253608774
25,0.05493512583038287
25.3125,0.08531243315015695
25.625,0.14837221589637326
25.9375,0.14755197203019685
26.25,0.10882373362460966
26.5625,0.13807674116229712
26.875,0.11950104602052652
27.1875,0.12657918490020387
27.5,0.11537861348620895
27.8125,0.154587684503003
28.125,0.1373272079742394
28.4375,0.15380279597588595
28.75,0.12025057920858426
29.0625,0.15253000376975018
29.375,0.25888593472801874
29.6875,0.310228958109974
30,0.23589082220383226
30.3125,0.21754140123204133
30.625,0.2557039542126793
30.9375,0.3872965261914958
31.25,0.5543222189755702
31.5625,0.4739524622259072
31.875,0.5934959346533049
32.1875,0.6566688544845111
32.5,0.7161365347822997
32.8125,0.5308745581114243
33.125,0.7641490852248662
33.4375,0.8309918892504307
33.75,0.8064623550110692
34.0625,1.1351185158387647
34.375,0.9945739720101264
34.6875,0.4199153620076312
35,0.622925718886289
35.3125,0.6655854709952734
35.625,0.3685369832866167
35.9375,0.38980675526470804
36.25,0.40935825776451606
36.5625,0.39786070150242286
36.875,0.46717837926214006
37.1875,0.44002547886457666
37.5,0.34591663735645906
37.8125,0.27326848665735315
38.125,0.23709290373184935
38.4375,0.28895918613188265
38.75,0.2882096529438249
39.0625,0.25708988350380496
39.375,0.2767828073598503
39.6875,0.2788051327540438
40,0.26749849532287095
40.3125,0.29487059882260214
40.625,0.2672722211528912
40.9375,0.20353361589673583
41.25,0.23094814580333828
41.5625,0.17503721261491798
41.875,0.15076930788459564
42.1875,0.18417303222784817
42.5,0.13357954203395067
42.8125,0.12380732631795259
43.125,0.17069557697843257
43.4375,0.1445538392779659
43.75,0.14713477902929678
44.0625,0.11856059400154842
44.375,0.13414522745889992
44.6875,0.14739640853833583
45,0.13478162356196782
45.3125,0.10110919864186443
45.625,0.1272862916813904
45.9375,0.18207999615553597
46.25,0.12590036239026478
46.5625,0.08122535595489871
46.875,0.11740093888040248
47.1875,0.1371009338042597
47.5,0.10733173831630605
47.8125,0.14339418415681995
48.125,0.12174964558469975
48.4375,0.06366082351022487
48.75,0.08886918025952528
49.0625,0.10238906191581208
49.375,0.11313708498984759
49.6875,0.12294465604490501
50,0.1836497732097701
50.3125,0.14275778805375205
50.625,0.10107384330280511
50.9375,0.1360544157681036
51.25,0.16432454487994178
51.5625,0.17024302863847318
51.875,0.15253000376975018
52.1875,0.14747419028426634
52.5,0.12485384435410869
52.8125,0.10733173831630605
53.125,0.14739640853833583
53.4375,0.18810454593124534
53.75,0.14990663761154807
54.0625,0.1489379013213225
54.375,0.16844697741425932
54.6875,0.16537813398390971
55,0.16230221948574824
55.3125,0.13788582233137675
55.625,0.23592617754289158
55.9375,0.21754140123204133
56.25,0.15908488363134946
56.5625,0.18990766822327104
56.875,0.16238000123167878
57.1875,0.1963069845930093
57.5,0.19919198026025042
57.8125,0.1702783839775325
58.125,0.19540895898090238
58.4375,0.18702267255602995
58.75,0.19462407045378532
59.0625,0.1750725679539773
59.375,0.21170069921944043
59.6875,0.29442512155045464
60,0.29813036108387214
60.3125,0.1812173258824884
60.625,0.2205748893233316
60.9375,0.17645849724510293
61.25,0.1681429214983491
61.5625,0.25645348740073703
61.875,0.26386396646757204
62.1875,0.30086686432706405
62.5,0.23173303433045533
62.8125,0.15788280210333233
63.125,0.14132943235575524
63.4375,0.1511087191395652
63.75,0.27374931926856
64.0625,0.3972950160774736
64.375,0.4865389629310277
64.6875,0.4758262951960515
65,0.41133815675183844
65.3125,0.3877844298705145
65.625,0.4328766293067806
65.9375,0.291617907629144
66.25,0.3585384934006389
66.5625,0.5370546713789947
66.875,0.7165537277831998
67.1875,0.5258611710328116
67.5,0.37786372173046723
67.8125,0.5562667626238332
68.125,0.6159607170916015
68.4375,0.7308938533056628
68.75,0.4826781599057492
69.0625,0.7390185102214963
69.375,0.7635480444608577
69.6875,1.0956478153129316
70,1.227091894867699
70.3125,0.715804194595142
70.625,0.6077582784298375
70.9375,1.008051427259542
71.25,0.8969083833926407
71.5625,0.5527453708535242
71.875,0.23094814580333828
72.1875,0.3158858123594664
72.5,0.5926686197193166
72.8125,0.4357969803130811
73.125,0.37239071524408335
73.4375,0.5676936082078078
73.75,0.6524757112720748
74.0625,0.45560304125411627
74.375,0.5259318817109303
74.6875,0.3726947711599936
75,0.312173501758237
75.3125,0.25559081712768944
75.625,0.25311594339353655
75.9375,0.29757174672673475
76.25,0.3064812921696853
76.5625,0.3680490796075979
76.875,0.3082773433938991
77.1875,0.3431801341132671
77.5,0.2406072244343465
77.8125,0.2629305855164058
78.125,0.30112849383610313
78.4375,0.32681768319661036
78.75,0.40351048468410333
79.0625,0.36239222535810556
79.375,0.27640804076582143
79.6875,0.3198880367409822
80,0.45047651709051384
80.3125,0.4583748998363676
80.625,0.35183512111499043
80.9375,0.5144343254488369
81.25,0.5954758336406273
81.5625,0.27374931926856
